hour,minute,online
0,0,3
0,10,8
0,20,5
0,30,9
0,40,10
0,50,9
1,0,4
1,10,3
1,20,4
1,30,7
1,40,8
1,50,8
2,0,8
2,10,10
2,20,10
2,30,11
2,40,9
2,50,9
3,0,9
3,10,8
3,20,8
3,30,8
3,40,8
3,50,7
4,0,7
4,10,7
4,20,7
4,30,7
4,40,7
4,50,7
5,0,8
5,10,7
5,20,7
5,30,7
5,40,7
5,50,7
6,0,7
6,10,7
6,20,7
6,30,7
6,40,7
6,50,8
7,0,7
7,10,8
7,20,8
7,30,8
7,40,8
7,50,7
8,0,7
8,10,7
8,20,7
8,30,7
8,40,7
8,50,7
9,0,8
9,10,7
9,20,7
9,30,7
9,40,7
9,50,7
10,0,7
10,10,7
10,20,8
10,30,9
10,40,9
10,50,9
11,0,10
11,10,13
11,20,14
11,30,4
11,40,3
11,50,9
12,0,10
12,10,10
12,20,11
12,30,11
12,40,12
12,50,12
13,0,12
13,10,12
13,20,13
13,30,14
13,40,5
13,50,8
14,0,10
14,10,11
14,20,12
14,30,12
14,40,11
14,50,10
15,0,11
15,10,12
15,20,13
15,30,13
15,40,13
15,50,16
16,0,15
16,10,15
16,20,15
16,30,14
16,40,15
16,50,15
17,0,15
17,10,15
17,20,15
17,30,15
17,40,15
17,50,15
18,0,15
18,10,15
18,20,15
18,30,15
18,40,15
18,50,17
19,0,17
19,10,17
19,20,17
19,30,17
19,40,16
19,50,18
20,0,19
20,10,19
20,20,19
20,30,19
20,40,18
20,50,17
21,0,18
21,10,18
21,20,18
21,30,20
21,40,20
21,50,20
22,0,19
22,10,19
22,20,20
22,30,21
22,40,21
22,50,20
23,0,21
23,10,20
23,20,20
23,30,20
23,40,20
23,50,20
