hour,minute,online
0,9,25
0,19,26
0,29,24
0,39,23
0,49,25
0,59,26
1,9,26
1,19,26
1,29,25
1,39,26
1,49,26
1,59,27
2,9,26
2,19,26
2,29,25
2,39,25
2,49,25
2,59,25
3,9,25
3,19,25
3,29,24
3,39,23
3,49,23
3,59,23
4,9,23
4,19,23
4,29,23
4,39,23
4,49,23
4,59,23
5,9,23
5,19,23
5,29,23
5,39,23
5,49,23
5,59,23
6,9,23
6,19,23
6,29,23
6,39,23
6,49,23
6,59,23
7,9,22
7,19,22
7,29,23
7,39,23
7,49,23
7,59,23
8,9,23
8,19,22
8,29,22
8,39,22
8,49,22
8,59,22
9,9,23
9,19,23
9,29,23
9,39,24
9,49,23
9,59,23
10,9,24
10,19,24
10,29,26
10,39,26
10,49,26
10,59,26
11,9,25
11,19,25
11,29,25
11,39,26
11,49,23
11,59,24
12,9,24
12,19,24
12,29,24
12,39,23
12,49,23
12,59,24
13,9,24
13,19,24
13,29,24
13,39,24
13,49,24
13,59,23
14,9,23
14,19,23
14,29,24
14,39,26
14,49,27
14,59,27
15,9,26
15,19,27
15,29,28
15,39,29
15,49,29
15,59,29
16,9,29
16,19,28
16,29,29
16,39,29
16,49,29
16,59,28
17,9,28
17,19,28
17,29,26
17,39,27
17,49,27
17,59,29
18,9,29
18,19,29
18,29,29
18,39,28
18,49,29
18,59,30
19,9,29
19,19,29
19,29,29
19,39,28
19,49,26
19,59,26
20,9,28
20,19,27
20,29,25
20,39,27
20,49,29
20,59,29
21,9,28
21,19,28
21,29,28
21,39,28
21,49,27
21,59,26
22,9,27
22,19,26
22,29,27
22,39,27
22,49,27
22,59,28
23,9,29
23,19,29
23,29,27
23,39,27
23,49,26
23,59,26
