hour,minute,online
0,0,35
0,10,34
0,20,35
0,30,33
0,40,32
0,50,32
1,0,31
1,10,31
1,20,32
1,30,32
1,40,29
1,50,28
2,0,29
2,10,27
2,20,27
2,30,28
2,40,28
2,50,28
3,0,28
3,10,30
3,20,29
3,30,30
3,40,30
3,50,30
4,0,28
4,10,28
4,20,28
4,30,28
4,40,26
4,50,26
5,0,26
5,10,26
5,20,26
5,30,26
5,40,26
5,50,26
6,0,26
6,10,27
6,20,28
6,30,28
6,40,28
6,50,28
7,0,29
7,10,29
7,20,27
7,30,27
7,40,27
7,50,28
8,0,28
8,10,29
8,20,29
8,30,30
8,40,32
8,50,31
9,0,31
9,10,29
9,20,30
9,30,31
9,40,31
9,50,32
10,0,32
10,10,36
10,20,35
10,30,34
10,40,35
10,50,35
11,0,35
11,10,35
11,20,36
11,30,35
11,40,35
11,50,35
12,0,35
12,10,35
12,20,34
12,30,35
12,40,36
12,50,38
13,0,38
13,10,38
13,20,38
13,30,39
13,40,39
13,50,36
14,0,35
14,10,34
14,20,34
14,30,34
14,40,35
14,50,34
15,0,34
15,10,36
15,20,34
15,30,35
15,40,35
15,50,35
16,0,36
16,10,34
16,20,35
16,30,34
16,40,34
16,50,34
17,0,35
17,10,33
17,20,32
17,30,32
17,40,33
17,50,33
18,0,33
18,10,35
18,20,35
18,30,36
18,40,36
18,50,37
19,0,39
19,10,38
19,20,38
19,30,37
19,40,35
19,50,37
20,0,38
20,10,37
20,20,36
20,30,37
20,40,36
20,50,35
21,0,36
21,10,35
21,20,36
21,30,34
21,40,32
21,50,32
22,0,32
22,10,36
22,20,37
22,30,38
22,40,38
22,50,38
23,0,38
23,10,39
23,20,39
23,30,40
23,40,37
23,50,36
