hour,minute,online
0,0,23
0,10,22
0,20,21
0,30,18
0,40,18
0,50,18
1,0,18
1,10,18
1,20,18
1,30,18
1,40,18
1,50,18
2,0,18
2,10,18
2,20,18
2,30,18
2,40,18
2,50,18
3,0,18
3,10,18
3,20,18
3,30,18
3,40,18
3,50,18
4,0,18
4,10,18
4,20,18
4,30,18
4,40,18
4,50,18
5,0,18
5,10,18
5,20,18
5,30,18
5,40,18
5,50,18
6,0,18
6,10,18
6,20,18
6,40,0
6,50,3
7,0,3
7,10,3
7,20,5
7,30,5
7,40,8
7,50,9
8,0,11
8,10,12
8,20,12
8,30,3
8,40,5
8,50,7
9,0,7
9,10,0
9,20,6
9,30,10
9,40,12
9,50,13
10,0,15
10,10,14
10,20,14
10,30,15
10,40,15
10,50,18
11,0,19
11,10,21
11,20,13
11,30,15
11,40,19
11,50,21
12,0,21
12,10,21
12,20,21
12,30,23
12,40,23
12,50,23
13,0,24
14,0,7
14,10,12
14,20,16
14,30,19
14,40,21
14,50,21
15,0,20
15,10,23
15,20,22
15,30,25
15,40,27
15,50,29
16,0,26
16,10,26
16,20,25
16,30,27
16,40,26
16,50,26
17,0,26
17,10,27
17,20,28
17,30,29
17,40,28
17,50,29
18,0,28
18,10,27
18,20,27
18,30,29
18,40,28
18,50,26
19,0,28
19,10,29
19,20,29
19,30,29
19,40,29
19,50,27
20,0,33
20,10,31
20,20,32
20,30,33
20,40,30
20,50,30
21,0,31
21,10,31
21,20,29
21,30,30
21,40,30
21,50,30
22,0,34
22,10,33
22,20,34
22,30,36
22,40,34
22,50,32
23,0,29
23,10,32
23,20,31
23,30,31
23,40,30
23,50,29
