hour,minute,online
0,0,12
0,10,13
0,20,13
0,30,15
0,40,15
0,50,15
1,0,2
1,10,4
1,30,2
1,40,2
1,50,2
2,0,3
2,10,3
2,20,3
2,30,4
2,40,5
2,50,5
3,0,5
3,10,5
3,20,5
3,30,6
3,40,6
3,50,6
4,0,5
4,10,5
4,20,0
4,30,2
4,40,3
4,50,3
5,0,4
5,10,4
5,20,4
5,30,5
5,40,5
5,50,5
6,0,5
6,10,5
6,20,5
6,30,5
6,40,5
6,50,5
7,0,5
7,10,5
7,20,5
7,30,5
7,40,5
7,50,6
8,0,7
8,10,7
8,20,8
8,30,8
8,40,9
8,50,10
9,0,10
9,10,12
9,20,13
9,30,14
9,40,14
9,50,14
10,0,12
10,10,12
10,20,12
10,30,13
10,40,13
10,50,14
11,0,14
11,10,16
11,20,17
11,30,17
11,40,16
11,50,16
12,0,16
12,10,16
12,20,16
12,30,16
12,40,16
12,50,16
13,0,16
13,10,16
13,20,17
13,30,17
13,40,17
13,50,16
14,0,17
14,10,17
14,20,17
14,30,17
14,40,17
14,50,17
15,0,17
15,10,17
15,20,17
15,30,17
15,40,17
15,50,17
16,0,17
16,10,17
16,20,16
16,30,16
16,40,16
16,50,17
17,0,16
17,10,17
17,20,17
17,30,16
17,40,17
17,50,16
18,0,16
18,10,17
18,20,17
18,30,17
18,40,16
18,50,17
19,0,17
19,10,17
19,20,20
19,30,20
19,40,19
19,50,20
20,0,20
20,10,20
20,20,20
20,30,21
20,40,22
20,50,20
21,0,19
21,10,18
21,20,19
21,30,19
21,40,19
21,50,18
22,0,17
22,10,18
22,20,17
22,30,16
22,40,16
22,50,15
23,0,15
23,10,16
23,20,17
23,30,17
23,40,18
23,50,16
