hour,minute,online
0,9,34
0,19,34
0,29,34
0,39,34
0,49,34
0,59,34
1,9,34
1,19,34
1,29,34
1,39,34
1,49,34
1,59,34
2,9,34
2,19,34
2,29,34
2,39,34
2,49,34
2,59,33
3,9,33
3,19,33
3,29,33
3,39,32
3,49,31
3,59,31
4,9,29
4,19,29
4,29,29
4,39,29
4,49,28
4,59,28
5,9,27
5,19,27
5,29,27
5,39,27
5,49,26
5,59,26
6,9,25
6,19,25
6,29,25
6,39,25
6,49,25
6,59,24
7,9,25
7,19,25
7,29,25
7,39,25
7,49,25
7,59,24
8,9,24
8,19,24
8,29,24
8,39,25
8,49,25
8,59,26
9,9,26
9,19,25
9,29,23
9,39,26
9,49,27
9,59,28
10,9,28
10,19,27
10,29,28
10,39,29
10,49,29
10,59,29
11,9,29
11,19,29
11,29,30
11,39,30
11,49,31
11,59,31
12,9,32
12,19,32
12,29,32
12,39,31
12,49,31
12,59,30
13,9,29
13,19,28
13,29,27
13,39,28
13,49,28
13,59,29
14,9,28
14,19,29
14,29,29
14,39,30
14,49,29
14,59,29
15,9,29
15,19,28
15,29,29
15,39,30
15,49,29
15,59,29
16,9,25
16,19,25
16,29,25
16,39,24
16,49,23
16,59,23
17,9,23
17,19,26
17,29,27
17,39,28
17,49,28
17,59,28
18,9,27
18,19,27
18,29,29
18,39,29
18,49,29
18,59,29
19,9,32
19,19,32
19,29,31
19,39,29
19,49,29
19,59,34
20,9,34
20,19,33
20,29,34
20,39,33
20,49,34
20,59,34
21,9,36
21,19,35
21,29,34
21,39,32
21,49,33
21,59,30
22,9,30
22,19,30
22,29,30
22,39,31
22,49,31
22,59,29
23,9,29
23,19,29
23,29,29
23,39,29
23,49,27
23,59,30
