hour,minute,online
0,9,30
0,19,30
0,29,31
0,39,32
0,49,31
0,59,31
1,9,29
1,19,29
1,29,28
1,39,28
1,49,28
1,59,29
2,9,28
2,19,28
2,29,28
2,39,26
2,49,27
2,59,26
3,9,27
3,19,26
3,29,25
3,39,25
3,49,26
3,59,26
4,9,26
4,19,26
4,29,26
4,39,25
4,49,25
4,59,25
5,9,25
5,19,25
5,29,25
5,39,25
5,49,25
5,59,25
6,9,25
6,19,25
6,29,25
6,39,25
6,49,25
6,59,25
7,9,23
7,19,22
7,29,24
7,39,25
7,49,25
7,59,25
8,9,25
8,19,25
8,29,25
8,39,25
8,49,24
8,59,26
9,9,27
9,19,27
9,29,27
9,39,27
9,49,27
9,59,26
10,9,27
10,19,27
10,29,29
10,39,29
10,49,29
10,59,30
11,9,29
11,19,31
11,29,31
11,39,32
11,49,32
11,59,32
12,9,32
12,19,30
12,29,32
12,39,32
12,49,30
12,59,30
13,9,31
13,19,32
13,29,32
13,39,32
13,49,29
13,59,27
14,9,26
14,19,27
14,29,28
14,39,28
14,49,29
14,59,29
15,9,33
15,19,33
15,29,33
15,39,34
15,49,34
15,59,33
16,9,35
16,19,35
16,29,33
16,39,31
16,49,32
16,59,31
17,9,28
17,19,32
17,29,31
17,39,30
17,49,32
17,59,32
18,9,30
18,19,32
18,29,31
18,39,32
18,49,33
18,59,32
19,9,31
19,19,30
19,29,32
19,39,33
19,49,33
19,59,35
20,9,36
20,19,35
20,29,34
20,39,31
20,49,32
20,59,31
21,9,30
21,19,31
21,29,31
21,39,30
21,49,31
21,59,29
22,9,28
22,19,28
22,29,28
22,39,28
22,49,28
22,59,27
23,9,26
23,19,26
23,29,26
23,39,25
23,49,26
23,59,26
