hour,minute,online
0,0,35
0,10,33
0,20,32
0,30,32
0,40,31
0,50,29
1,0,30
1,10,30
1,20,27
1,30,26
1,40,26
1,50,26
2,0,25
2,10,25
2,20,25
2,30,25
2,40,25
2,50,25
3,0,25
3,10,23
3,20,23
3,30,23
3,40,24
3,50,23
4,0,23
4,10,22
4,20,22
4,30,22
4,40,22
4,50,22
5,0,22
5,10,22
5,20,22
5,30,22
5,40,22
5,50,22
6,0,22
6,10,21
6,20,21
6,30,21
6,40,21
6,50,21
7,0,21
7,10,21
7,20,21
7,30,22
7,40,22
7,50,23
8,0,23
8,10,23
8,20,23
8,30,23
8,40,22
8,50,24
9,0,23
9,10,23
9,20,24
9,30,23
9,40,25
9,50,26
10,0,26
10,10,25
10,20,25
10,30,27
10,40,28
10,50,29
11,0,30
11,10,30
11,20,31
