hour,minute,online
0,0,24
0,10,22
0,20,22
0,30,22
0,40,22
0,50,22
1,0,22
1,10,23
1,20,22
1,30,22
1,40,22
1,50,22
2,0,22
2,10,21
2,20,20
2,30,20
2,40,20
2,50,19
3,0,19
3,10,19
3,20,19
3,30,18
3,40,18
3,50,18
4,0,18
4,10,18
4,20,18
4,30,17
4,40,17
4,50,17
5,0,17
5,10,17
5,20,17
5,30,17
5,40,17
5,50,17
6,0,17
6,10,17
6,20,17
6,30,17
6,40,17
6,50,17
7,0,18
7,10,19
7,20,19
7,30,19
7,40,19
7,50,19
8,0,18
8,10,19
8,20,19
8,30,21
8,40,21
8,50,21
9,0,22
9,10,24
9,20,24
9,30,24
9,40,24
9,50,25
10,0,25
10,10,26
10,20,26
10,30,27
10,40,27
10,50,26
11,0,26
11,10,26
11,20,26
11,30,26
11,40,26
11,50,26
12,0,26
12,10,26
12,20,25
12,30,26
12,40,25
12,50,24
13,0,23
13,10,23
13,20,24
13,30,23
13,40,22
13,50,22
14,0,22
14,10,23
14,20,22
14,30,21
14,40,21
14,50,21
15,0,21
15,10,21
15,20,21
15,30,21
15,40,21
15,50,23
16,0,23
16,10,23
16,20,24
16,30,24
16,40,24
16,50,23
17,0,21
17,10,21
17,20,22
17,30,23
17,40,24
17,50,24
18,0,24
18,10,24
18,20,22
18,30,22
18,40,23
18,50,24
19,0,23
19,10,23
19,20,23
19,30,24
19,40,24
19,50,24
20,0,24
20,10,26
20,20,28
20,30,27
20,40,26
20,50,27
21,0,27
21,10,30
21,20,30
21,30,31
21,40,31
21,50,32
22,0,33
22,10,32
22,20,32
22,30,31
22,40,31
22,50,32
23,0,32
23,10,31
23,20,33
23,30,29
23,40,30
23,50,30
