hour,minute,online
0,9,20
0,19,20
0,29,19
0,39,17
0,49,17
0,59,17
1,9,17
1,19,16
1,29,16
1,39,16
1,49,15
1,59,15
2,9,16
2,19,16
2,29,16
2,39,16
2,49,16
2,59,16
3,9,17
3,19,18
3,29,18
3,39,18
3,49,18
3,59,18
4,9,18
4,19,18
4,29,18
4,39,17
4,49,17
4,59,16
5,9,16
5,19,16
5,29,16
5,39,16
5,49,16
5,59,16
6,9,16
6,19,16
6,29,16
6,39,17
6,49,18
6,59,17
7,9,17
7,19,17
7,29,16
7,39,15
7,49,15
7,59,15
8,19,3
8,29,3
8,39,3
8,49,4
8,59,4
9,9,5
9,19,7
9,29,8
9,39,8
9,49,8
9,59,9
10,9,10
10,19,12
10,29,12
10,39,13
10,49,13
10,59,14
11,9,15
11,19,16
11,29,16
11,39,17
11,49,17
11,59,17
12,9,17
12,19,17
12,29,17
12,39,18
12,49,19
12,59,19
13,9,20
13,19,21
13,29,20
13,39,21
13,49,21
13,59,22
14,9,22
14,19,22
14,29,23
14,39,23
14,49,23
14,59,23
15,9,22
15,19,22
15,29,22
15,39,22
15,49,22
15,59,22
16,9,22
16,19,22
16,29,22
16,39,22
16,49,21
16,59,22
17,9,20
17,19,19
17,29,19
17,39,21
17,49,22
17,59,21
18,9,21
18,19,22
18,29,23
18,39,23
18,49,22
18,59,23
19,9,22
19,19,22
19,29,22
19,39,24
19,49,25
19,59,25
20,9,26
20,19,26
20,29,26
20,39,24
20,49,26
20,59,24
21,9,26
21,19,26
21,29,25
21,39,25
21,49,26
21,59,26
22,9,27
22,19,28
22,29,27
22,39,25
22,49,25
22,59,25
23,9,24
23,19,24
23,29,25
23,39,26
23,49,26
23,59,26
