hour,minute,online
0,0,11
0,10,10
0,20,9
0,30,8
0,40,7
0,50,7
1,0,7
1,10,7
1,20,8
1,30,7
1,40,7
1,50,7
2,0,7
2,10,7
2,20,7
2,30,6
2,40,7
2,50,7
3,0,7
3,10,7
3,20,7
3,30,7
3,40,6
3,50,6
4,0,6
4,10,6
4,20,6
4,30,5
4,40,5
4,50,5
5,0,5
5,10,5
5,20,5
5,30,5
5,40,5
5,50,5
6,0,5
6,10,5
6,20,5
6,30,6
6,40,5
6,50,5
7,0,6
7,10,6
7,20,6
7,30,6
7,40,6
7,50,6
8,0,5
8,10,5
8,20,6
8,30,6
8,40,7
8,50,6
9,0,5
9,10,4
9,20,5
9,30,6
9,40,5
9,50,8
10,0,8
10,10,7
10,20,7
10,30,8
10,40,8
10,50,8
11,0,7
11,10,7
11,20,6
11,30,6
11,40,6
11,50,7
12,0,7
12,10,7
12,20,7
12,30,7
12,40,7
12,50,8
13,0,8
13,10,8
13,20,7
13,30,8
13,40,9
13,50,7
14,0,8
14,10,8
14,20,8
14,30,8
14,40,7
14,50,7
15,0,7
15,10,7
15,20,7
15,30,7
15,40,7
15,50,7
16,0,7
16,10,7
16,20,7
16,30,7
16,40,8
16,50,8
17,0,8
17,10,8
17,20,8
17,30,10
17,40,10
17,50,10
18,0,11
18,10,8
18,20,8
18,30,8
18,40,7
18,50,7
19,0,8
19,10,8
19,20,8
19,30,9
19,40,10
19,50,8
20,0,8
20,10,7
20,20,8
20,30,9
20,40,9
20,50,8
21,0,8
21,10,9
21,20,9
21,30,9
21,40,9
21,50,10
22,0,10
22,10,9
22,20,9
22,30,9
22,40,8
22,50,8
23,0,8
23,10,2
23,20,3
23,30,3
23,40,3
23,50,4
