hour,minute,online
0,9,19
0,19,17
0,29,16
0,39,16
0,49,15
0,59,14
1,9,15
1,19,14
1,29,14
1,39,14
1,49,14
1,59,14
2,9,14
2,19,14
2,29,14
2,39,14
2,49,14
2,59,14
3,9,12
3,19,12
3,29,12
3,39,12
3,49,12
3,59,12
4,9,12
4,19,11
4,29,11
4,39,11
4,49,11
4,59,11
5,9,12
5,19,12
5,29,12
5,39,12
5,49,12
5,59,12
6,9,11
6,19,11
6,29,11
6,39,10
6,49,10
6,59,10
7,9,9
7,19,9
7,29,10
7,39,9
7,49,10
7,59,10
8,9,10
8,19,10
8,29,9
8,39,9
8,49,9
8,59,9
9,9,9
9,19,11
9,29,12
9,39,12
9,49,12
9,59,12
10,9,12
10,19,12
10,29,15
10,39,15
10,49,16
10,59,16
11,9,17
11,19,19
11,29,18
11,39,18
11,49,19
11,59,19
12,9,19
12,19,19
12,29,20
12,39,19
12,49,19
12,59,19
13,9,19
13,19,21
13,29,21
13,39,20
13,49,20
13,59,19
14,9,19
14,19,18
14,29,18
14,39,18
14,49,17
14,59,17
15,9,17
15,19,17
15,29,17
15,39,17
15,49,17
15,59,18
16,9,18
16,19,18
16,29,18
16,39,18
16,49,18
16,59,18
17,9,18
17,19,19
17,29,19
17,39,19
17,49,19
17,59,19
18,9,18
18,19,18
18,29,19
18,39,18
18,49,19
18,59,19
19,9,19
19,19,19
19,29,18
19,39,18
19,49,17
19,59,17
20,9,16
20,19,16
20,29,17
20,39,17
20,49,17
20,59,11
21,9,10
21,19,9
21,29,9
21,39,11
21,49,13
21,59,12
22,9,13
22,19,15
22,29,15
22,39,14
22,49,15
22,59,15
23,9,14
23,19,15
23,29,15
23,39,15
23,49,15
23,59,15
