hour,minute,online
0,0,15
0,10,13
0,20,13
0,30,13
0,40,13
0,50,12
1,0,11
1,10,10
1,20,9
1,30,10
1,40,10
1,50,10
2,0,11
2,10,10
2,20,10
2,30,10
2,40,10
2,50,10
3,0,10
3,10,10
3,20,10
3,30,10
3,40,10
3,50,10
4,0,10
4,10,10
4,20,10
4,30,10
4,40,10
4,50,9
5,0,9
5,10,9
5,20,9
5,30,8
5,40,8
5,50,8
6,0,8
6,10,7
6,20,7
6,30,7
6,40,6
6,50,6
7,0,6
7,10,6
7,20,6
7,30,6
7,40,6
7,50,6
8,0,6
8,10,6
8,20,6
8,30,6
8,40,6
8,50,7
9,0,7
9,10,7
9,20,7
9,30,7
9,40,7
9,50,7
10,0,8
10,10,8
10,20,8
10,30,6
10,40,7
10,50,8
11,0,8
11,10,9
11,20,10
11,30,10
11,40,9
11,50,8
12,0,9
12,10,10
12,20,10
12,30,10
12,40,10
12,50,10
13,0,9
13,10,10
13,20,10
13,30,11
13,40,11
13,50,11
14,0,11
14,10,12
14,20,13
14,30,13
14,40,12
14,50,12
15,0,12
15,10,12
15,20,13
15,30,13
15,40,12
15,50,12
16,0,13
16,10,12
16,20,11
16,30,9
16,40,9
16,50,9
17,0,9
17,10,9
17,20,9
17,30,8
17,40,9
17,50,9
18,0,9
18,10,9
18,20,9
18,30,9
18,40,9
18,50,9
19,0,9
19,10,9
19,20,9
19,30,9
19,40,10
19,50,9
20,0,8
20,10,9
20,20,9
20,30,9
20,40,9
20,50,7
21,0,7
21,10,7
21,20,6
21,30,6
21,40,6
21,50,6
22,0,6
22,10,6
22,20,6
22,29,6
22,40,5
22,50,6
23,0,6
23,10,7
23,20,7
23,30,6
23,40,6
23,50,5
