hour,minute,online
0,0,45
0,10,44
0,20,42
0,30,42
0,40,40
0,50,39
1,0,38
1,10,38
1,20,38
1,30,38
1,40,35
1,50,36
2,0,36
2,10,36
2,20,36
2,30,36
2,40,36
2,50,36
3,0,36
3,10,36
3,20,36
3,30,36
3,40,36
3,50,36
4,0,34
4,10,34
4,20,34
4,30,32
4,40,32
4,50,32
5,0,33
5,10,33
5,20,33
5,30,33
5,40,32
5,50,33
6,0,32
6,10,32
6,20,31
6,30,31
6,40,31
6,50,31
7,0,31
7,10,31
7,20,32
7,30,31
7,40,31
7,50,31
8,0,31
8,10,32
8,20,34
8,30,35
8,40,36
8,50,36
9,0,36
9,10,38
9,20,39
9,30,38
9,40,39
9,50,41
10,0,40
10,10,41
10,20,40
10,30,35
10,40,14
10,50,20
11,0,22
11,10,23
11,20,24
11,30,25
11,40,27
11,50,28
12,0,31
12,10,32
12,20,33
12,30,34
12,40,33
12,50,33
13,0,32
13,10,34
13,20,3
13,30,17
13,40,20
13,50,22
14,0,26
14,10,30
14,20,29
14,30,29
14,40,30
14,50,30
15,0,33
15,10,32
15,20,33
15,30,34
15,40,33
15,50,33
16,0,32
16,10,34
16,20,34
16,30,35
16,40,36
16,50,34
17,0,34
17,10,30
17,20,31
17,30,31
17,40,31
17,50,31
18,0,32
18,10,33
18,20,33
18,30,34
18,40,36
18,50,37
19,0,37
19,10,37
19,20,38
19,30,38
19,40,38
19,50,37
20,0,39
20,10,41
20,20,40
20,30,42
20,40,41
20,50,39
21,0,40
21,10,39
21,20,41
21,30,40
21,40,39
21,50,37
22,0,37
22,10,36
22,20,35
22,30,33
22,40,35
22,50,34
23,0,35
23,10,35
23,20,35
23,30,33
23,40,35
23,50,36
