hour,minute,online
0,0,43
0,10,41
0,20,42
0,30,41
0,40,39
0,50,36
1,0,35
1,10,34
1,20,35
1,30,33
1,40,33
1,50,30
2,0,32
2,10,32
2,20,31
2,30,31
2,40,31
2,50,30
3,0,29
3,10,29
3,20,28
3,30,28
3,40,27
3,50,27
4,0,26
4,10,25
4,20,24
4,30,24
4,40,22
4,50,22
5,0,22
5,10,22
5,20,23
5,30,22
5,40,22
5,50,22
6,0,22
6,10,22
6,20,22
6,30,23
6,40,23
6,50,23
7,0,23
7,10,22
7,20,22
7,30,21
7,40,21
7,50,22
8,0,24
8,10,24
8,20,23
8,30,23
8,40,23
8,50,23
9,0,23
9,10,26
9,20,27
9,30,27
9,40,28
9,50,28
10,0,29
10,10,29
10,20,29
10,30,29
10,40,27
10,50,25
11,0,24
11,10,24
11,20,25
11,30,27
11,40,27
11,50,27
12,0,26
12,9,26
12,20,26
12,30,25
12,40,26
12,50,27
13,0,26
13,10,24
13,20,24
13,30,23
13,40,24
13,50,24
14,0,25
14,10,23
14,20,24
14,30,25
14,40,25
14,50,25
15,0,25
15,10,27
15,20,27
15,30,27
15,40,25
15,50,23
16,0,24
16,10,24
16,20,23
16,30,23
16,40,23
16,50,23
17,0,23
17,10,25
17,20,25
17,30,25
17,40,24
17,50,25
18,0,25
18,10,28
18,20,29
18,30,30
18,40,31
18,50,30
19,0,31
19,10,30
19,20,31
19,30,30
19,40,31
19,50,33
20,0,30
20,10,37
20,20,36
20,30,36
20,40,36
20,50,35
21,0,33
21,10,33
21,20,33
21,30,30
21,40,31
21,50,33
22,0,33
22,10,35
22,20,35
22,30,36
22,40,36
22,50,36
23,0,35
23,10,36
23,20,36
23,30,35
23,40,36
23,50,36
