hour,minute,online
0,9,12
0,19,13
0,29,12
0,39,11
0,49,12
0,59,12
1,9,12
1,19,10
1,29,10
1,39,10
1,49,10
1,59,10
2,9,11
2,19,11
2,29,10
2,39,9
2,49,10
2,59,11
3,9,10
3,19,10
3,29,9
3,39,9
3,49,8
3,59,8
4,9,8
4,19,8
4,29,8
4,39,8
4,49,8
4,59,8
5,9,8
5,19,8
5,29,8
5,39,8
5,49,8
5,59,8
6,9,8
6,19,8
6,29,8
6,39,8
6,49,8
6,59,8
7,9,8
7,19,8
7,29,8
7,39,9
7,49,9
7,59,9
8,9,9
8,19,10
8,29,10
8,39,9
8,49,9
8,59,9
9,9,9
9,19,10
9,29,10
9,39,10
9,49,13
9,59,13
10,9,14
10,19,14
10,29,14
10,39,11
10,49,14
10,59,14
11,9,14
11,19,15
11,29,15
11,39,15
11,49,15
11,59,15
12,9,15
12,19,15
12,29,15
12,39,15
12,49,15
12,59,14
13,9,14
13,19,13
13,29,13
13,39,12
13,49,12
13,59,12
14,9,12
14,19,12
14,29,13
14,39,13
14,49,13
14,59,13
15,9,14
15,19,14
15,29,14
15,39,14
15,49,14
15,59,13
16,9,13
16,19,13
16,29,13
16,39,13
16,49,13
16,59,12
17,9,12
17,19,12
17,29,12
17,39,13
17,49,13
17,59,13
18,9,13
18,19,13
18,29,13
18,39,14
18,49,14
19,0,14
19,9,14
19,19,13
19,29,13
19,39,13
19,49,13
19,59,13
20,9,13
20,19,13
20,29,13
20,39,14
20,49,16
20,59,16
21,9,16
21,19,17
21,29,17
21,39,18
21,49,18
21,59,18
22,9,18
22,19,18
22,29,18
22,39,18
22,49,18
22,59,18
23,9,18
23,19,16
23,29,16
23,39,16
23,49,16
23,59,15
