hour,minute,online
0,9,22
0,19,23
0,29,23
0,39,23
0,49,21
0,59,20
1,9,20
1,19,22
1,29,22
1,39,22
1,49,20
1,59,20
2,9,19
2,19,20
2,29,22
2,39,22
2,49,23
2,59,23
3,9,22
3,19,22
3,29,22
3,39,22
3,49,22
3,59,22
4,9,22
4,19,22
4,29,22
4,39,22
4,49,21
4,59,21
5,9,21
5,19,21
5,29,21
5,39,21
5,49,21
5,59,21
6,9,21
6,19,19
6,29,17
6,39,17
6,49,17
6,59,17
7,9,17
7,19,17
7,29,17
7,39,17
7,49,17
7,59,17
8,9,16
8,19,15
8,29,15
8,39,16
8,49,17
8,59,17
9,9,18
9,19,18
9,29,18
9,39,18
9,49,18
9,59,18
10,9,17
10,19,17
10,29,17
10,39,15
10,49,16
10,59,16
11,9,15
11,19,17
11,29,17
11,39,19
11,49,19
11,59,20
12,9,20
12,19,19
12,29,20
12,39,20
12,49,20
12,59,19
13,9,20
13,19,20
13,29,19
13,39,20
13,49,20
13,59,21
14,9,20
14,19,22
14,29,21
14,39,22
14,49,22
14,59,22
15,9,23
15,19,23
15,29,24
15,39,25
15,49,25
15,59,23
16,9,21
16,19,21
16,29,21
16,39,21
16,49,21
16,59,22
17,9,22
17,20,20
17,29,21
17,39,20
17,49,20
17,59,21
18,9,22
18,19,24
18,29,23
18,39,23
18,49,24
18,59,24
19,9,24
19,19,24
19,29,23
19,39,22
19,49,22
19,59,22
20,9,21
20,19,21
20,29,22
20,39,23
20,49,23
20,59,22
21,9,23
21,19,24
21,29,24
21,39,24
21,49,25
21,59,26
22,9,27
22,19,28
22,29,23
22,39,29
22,49,27
22,59,26
23,9,26
23,19,25
23,29,24
23,39,26
23,49,26
23,59,26
