hour,minute,online
0,9,27
0,19,26
0,29,26
0,39,26
0,49,27
0,59,26
1,9,21
1,19,23
1,29,24
1,39,24
1,49,24
1,59,24
2,9,24
2,19,24
2,29,24
2,39,23
2,49,23
2,59,22
3,9,22
3,19,22
3,29,22
3,39,22
3,49,22
3,59,22
4,9,22
4,19,21
4,29,21
4,39,20
4,49,20
4,59,19
5,9,19
5,19,19
5,29,19
5,39,19
5,49,19
5,59,19
6,9,20
6,19,20
6,29,20
6,39,20
6,49,22
6,59,22
7,9,22
7,19,22
7,29,22
7,39,21
7,49,21
7,59,20
8,9,21
8,19,21
8,29,21
8,39,21
8,49,22
8,59,22
9,9,25
9,19,25
9,29,25
9,39,25
9,49,25
9,59,25
10,9,25
10,19,25
10,29,25
10,39,26
10,49,26
10,59,26
11,9,27
11,19,27
11,29,27
11,39,28
11,49,29
11,59,28
12,9,28
12,19,27
12,29,27
12,39,28
12,49,30
12,59,27
13,9,28
13,19,27
13,29,27
13,39,27
13,49,27
13,59,27
14,9,26
14,19,28
14,29,29
14,39,29
14,49,29
14,59,28
15,9,28
15,19,29
15,29,29
15,39,29
15,49,27
15,59,28
16,9,27
16,19,29
16,29,29
16,39,28
16,49,31
16,59,30
17,9,29
17,19,29
17,29,29
17,39,28
17,49,26
17,59,26
18,9,25
18,19,25
18,29,25
18,39,25
18,49,26
19,0,26
19,9,26
19,19,25
19,29,25
19,39,26
19,49,25
19,59,27
20,9,25
20,19,25
20,29,25
20,39,25
20,49,25
20,59,26
21,9,28
21,19,30
21,29,29
21,39,29
21,49,26
21,59,28
22,9,29
22,19,29
22,29,28
22,39,29
22,49,31
22,59,30
23,9,30
23,19,29
23,29,29
23,39,29
23,49,28
23,59,29
