hour,minute,online
0,0,17
0,10,18
0,20,18
0,30,18
0,40,15
0,50,14
1,0,14
1,10,14
1,20,14
1,30,13
1,40,15
1,50,14
2,0,16
2,10,16
2,20,15
2,30,15
2,40,15
2,50,14
3,0,14
3,10,14
3,20,14
3,30,14
3,40,14
3,50,14
4,0,14
4,10,14
4,20,14
4,30,14
4,40,14
4,50,14
5,0,14
5,10,15
5,20,15
5,30,15
5,40,14
5,50,14
6,0,14
6,10,14
6,20,14
6,30,14
6,40,14
6,50,14
7,0,14
7,10,14
7,20,14
7,30,14
7,40,14
7,50,14
8,0,14
8,10,14
8,20,14
8,30,14
8,40,15
8,50,15
9,0,15
9,10,17
9,20,17
9,30,17
9,40,17
9,50,17
10,0,15
10,10,17
10,20,17
10,30,18
10,40,18
10,50,18
11,0,19
11,10,18
11,20,17
11,30,17
11,40,16
11,50,17
12,0,16
12,10,16
12,20,16
12,30,16
12,40,16
12,50,15
13,0,15
13,10,16
13,20,16
13,30,15
13,40,16
13,50,16
14,0,16
14,10,16
14,20,16
14,30,15
14,40,14
14,50,15
15,0,15
15,10,16
15,20,15
15,30,15
15,40,15
15,50,14
16,0,14
16,10,14
16,20,14
16,30,14
16,40,15
16,50,15
17,0,16
17,10,16
17,20,16
17,30,16
17,40,16
17,50,16
18,0,16
18,10,16
18,20,16
18,30,16
18,40,16
18,50,16
19,0,16
19,10,16
19,20,16
19,30,16
19,40,16
19,50,16
20,0,16
20,10,15
20,20,16
20,30,17
20,40,17
20,50,16
21,0,17
21,10,18
21,20,18
21,30,18
21,40,18
21,50,19
22,0,19
22,10,19
22,20,19
22,30,17
22,40,17
22,50,17
23,0,17
23,10,16
23,20,17
23,30,18
23,40,17
23,50,17
