hour,minute,online
0,9,12
0,19,9
0,29,11
0,39,11
0,49,12
0,59,11
1,9,11
1,19,11
1,29,11
1,39,11
1,49,11
1,59,10
2,9,10
2,19,10
2,29,9
2,39,8
2,49,8
2,59,8
3,9,8
3,19,7
3,29,7
3,39,7
3,49,7
3,59,6
4,9,6
4,19,6
4,29,6
4,39,6
4,49,6
4,59,6
5,9,6
5,19,5
5,29,5
5,39,5
5,49,5
5,59,5
6,9,5
6,19,5
6,29,5
6,39,5
6,49,5
6,59,5
7,9,5
7,19,5
7,29,5
7,39,5
7,49,5
7,59,5
8,9,6
8,19,6
8,29,7
8,39,7
8,49,7
8,59,7
9,9,7
9,19,7
9,29,7
9,39,7
9,49,7
9,59,7
10,9,7
10,19,7
10,29,8
10,39,9
10,49,9
10,59,9
11,9,9
11,19,10
11,29,10
11,39,10
11,49,10
11,59,10
12,9,13
12,19,13
12,29,12
12,39,11
12,49,13
12,59,11
13,9,11
13,19,15
13,29,14
13,39,16
13,49,16
13,59,16
14,9,15
14,19,15
14,29,15
14,39,15
14,49,15
14,59,15
15,9,16
15,19,16
15,29,16
15,39,16
15,49,16
15,59,15
16,9,17
16,19,17
16,29,17
16,39,17
16,49,16
16,59,18
17,9,18
17,19,18
17,29,17
17,39,17
17,49,17
17,59,18
18,9,18
18,19,15
18,29,15
18,39,15
18,49,15
18,59,15
19,9,15
19,19,15
19,29,15
19,39,15
19,49,15
19,59,14
20,9,15
20,19,15
20,29,15
20,39,14
20,49,15
20,59,15
21,9,15
21,19,15
21,29,14
21,39,14
21,49,14
21,59,14
22,9,14
22,19,14
22,29,13
22,39,14
22,49,14
22,59,14
23,9,14
23,19,13
23,29,14
23,39,14
23,49,12
23,59,12
