hour,minute,online
0,0,14
0,10,14
0,20,15
0,30,15
0,40,15
0,50,15
1,0,17
1,10,17
1,20,17
1,30,16
1,40,16
1,50,16
2,0,16
2,10,16
2,20,15
2,30,15
2,40,15
2,50,15
3,0,15
3,10,15
3,20,15
3,30,15
3,40,15
3,50,15
4,0,15
4,10,14
4,20,13
4,30,12
4,40,13
4,50,13
5,0,14
5,10,14
5,20,14
5,30,13
5,40,13
5,50,13
6,0,13
6,10,13
6,20,13
6,30,13
6,40,13
6,50,13
7,0,14
7,10,14
7,20,15
7,30,15
7,40,15
7,50,16
8,0,16
8,10,16
8,20,17
8,30,17
8,40,17
8,50,16
9,0,16
9,10,19
9,20,20
9,30,20
9,40,20
9,50,21
10,0,21
10,10,21
10,20,22
10,30,22
10,40,22
10,50,22
11,0,23
11,10,23
11,20,23
11,30,23
11,40,24
11,50,22
12,0,22
12,10,23
12,20,24
12,30,24
12,40,24
12,50,24
13,0,24
13,10,23
13,20,25
13,30,25
13,40,25
13,50,25
14,0,24
14,10,24
14,20,24
14,30,25
14,40,25
14,50,24
15,0,25
15,10,24
15,20,25
15,30,25
15,40,25
15,50,25
16,0,25
16,10,25
16,20,25
16,30,25
16,40,23
16,50,24
17,0,24
17,10,23
17,20,24
17,30,24
17,40,24
17,50,24
18,0,23
18,10,24
18,20,24
18,30,24
18,40,24
18,50,24
19,0,24
19,10,24
19,20,24
19,30,25
19,40,25
19,50,25
20,0,24
20,10,24
20,20,24
20,30,26
20,40,26
20,50,25
21,0,25
21,10,25
21,20,25
21,30,5
21,40,11
21,50,12
22,0,13
22,10,2
22,20,9
22,30,16
22,40,19
22,50,20
23,0,20
23,10,21
23,20,22
23,30,22
23,40,20
23,50,18
