hour,minute,online
0,9,29
0,19,27
0,29,28
0,39,28
0,49,25
0,59,27
1,9,26
1,19,25
1,29,24
1,39,23
1,49,23
1,59,23
2,9,24
2,19,24
2,29,24
2,39,24
2,49,24
2,59,25
3,9,25
3,19,25
3,29,25
3,39,26
3,49,26
3,59,26
4,9,26
4,19,25
4,29,25
4,39,24
4,49,24
4,59,24
5,9,24
5,19,24
5,29,24
5,39,24
5,49,24
5,59,24
6,9,24
6,19,24
6,29,24
6,39,24
6,49,24
6,59,24
7,9,24
7,19,24
7,29,24
7,39,24
7,49,24
7,59,25
8,9,25
8,19,25
8,29,25
8,39,26
8,49,26
8,59,25
9,9,24
9,19,24
9,29,23
9,39,23
9,49,23
9,59,23
10,9,24
10,19,24
10,29,24
10,39,24
10,49,24
10,59,24
11,9,24
11,19,24
11,29,24
11,39,25
11,49,25
11,59,24
12,9,24
12,19,25
12,29,25
12,39,25
12,49,25
12,59,26
13,9,27
13,19,28
13,29,28
13,39,27
13,49,28
13,59,28
14,9,27
14,19,26
14,29,26
14,39,26
14,49,26
14,59,26
15,9,26
15,19,26
15,29,26
15,39,26
15,49,26
15,59,26
16,9,26
16,19,25
16,29,25
16,39,25
16,49,26
16,59,25
17,9,25
17,19,25
17,29,26
17,39,26
17,49,26
17,59,27
18,9,27
18,19,27
18,29,27
18,39,26
18,49,28
18,59,27
19,9,28
19,19,30
19,29,27
19,39,28
19,49,27
19,59,25
20,9,23
20,19,24
20,29,22
20,39,23
20,49,25
20,59,3
21,9,0
21,19,0
21,29,0
21,39,0
21,49,0
21,59,1
22,49,0
22,59,0
23,9,0
23,19,0
23,29,0
23,39,1
23,49,1
23,59,0
