hour,minute,online
0,0,8
0,10,8
0,20,6
0,30,6
0,40,6
0,50,6
1,0,6
1,10,7
1,20,6
1,30,6
1,40,6
1,50,6
2,0,6
2,10,6
2,20,6
2,30,6
2,40,6
2,50,6
3,0,6
3,10,6
3,20,6
3,30,6
3,40,6
3,50,6
4,0,6
4,10,6
4,20,6
4,30,5
4,40,5
4,50,5
5,0,5
5,10,5
5,20,4
5,30,4
5,40,4
5,50,4
6,0,4
6,10,4
6,20,4
6,30,4
6,40,4
6,50,5
7,0,5
7,10,5
7,20,6
7,30,6
7,40,6
7,50,7
8,0,7
8,10,8
8,20,9
8,30,10
8,40,10
8,50,10
9,0,12
9,10,11
9,20,12
9,30,15
9,40,15
9,50,14
10,0,14
10,10,15
10,20,15
10,30,14
10,40,14
10,50,14
11,0,14
11,10,13
11,20,14
11,30,14
11,40,15
11,50,15
12,0,17
12,10,16
12,20,15
12,30,15
12,40,14
12,50,14
13,0,13
13,10,13
13,20,12
13,30,11
13,40,10
13,50,10
14,0,10
14,10,10
14,20,10
14,30,10
14,40,10
14,50,10
15,0,10
15,10,11
15,20,10
15,30,10
15,40,10
15,50,11
16,0,11
16,10,11
16,20,11
16,30,11
16,40,11
16,50,10
17,0,10
17,10,10
17,20,10
17,30,10
17,40,10
17,50,9
18,0,9
18,10,8
18,20,9
18,30,9
18,40,9
18,50,9
19,0,9
19,10,9
19,20,11
19,30,13
19,40,13
19,50,14
20,0,15
20,10,13
20,20,13
20,30,13
20,40,12
20,50,13
21,0,13
21,10,11
21,20,11
21,30,11
21,40,11
21,50,10
22,0,10
22,10,12
22,20,11
22,30,11
22,40,13
22,50,13
23,0,12
23,10,12
23,20,12
23,30,12
23,40,11
23,50,11
