hour,minute,online
0,9,25
0,19,24
0,29,24
0,39,23
0,49,23
0,59,23
1,9,22
1,19,22
1,29,22
1,39,22
1,49,23
1,59,23
2,9,23
2,19,24
2,29,24
2,39,25
2,49,25
2,59,25
3,9,25
3,19,25
3,29,25
3,39,25
3,49,24
3,59,23
4,9,23
4,19,22
4,29,22
4,39,22
4,49,22
4,59,22
5,9,22
5,19,22
5,29,22
5,39,22
5,49,22
5,59,22
6,9,22
6,19,22
6,29,22
6,39,22
6,49,22
6,59,21
7,9,20
7,19,21
7,29,21
7,39,21
7,49,21
7,59,21
8,9,21
8,19,21
8,29,22
8,39,23
8,49,23
8,59,23
9,9,23
9,19,23
9,29,24
9,39,24
9,49,24
9,59,24
10,9,26
10,19,25
10,29,26
10,39,26
10,49,26
10,59,26
11,9,27
11,19,27
11,29,28
11,39,28
11,49,28
11,59,31
12,9,30
12,19,29
12,29,29
12,39,27
12,49,29
12,59,28
13,9,28
13,19,29
13,29,29
13,39,28
13,49,27
13,59,28
14,9,29
14,19,29
14,29,29
14,39,28
14,49,29
14,59,29
15,9,29
15,19,29
15,29,32
15,39,33
15,49,33
15,59,32
16,9,31
16,19,32
16,29,32
16,39,32
16,49,31
16,59,29
17,9,28
17,19,28
17,29,27
17,39,28
17,49,28
17,59,28
18,9,27
18,19,26
18,29,27
18,39,27
18,49,27
18,59,26
19,9,24
19,19,24
19,29,24
19,39,26
19,49,23
19,59,26
20,9,25
20,19,25
20,29,28
20,39,27
20,49,29
20,59,28
21,9,28
21,19,24
21,29,27
21,39,27
21,49,27
21,59,28
22,9,28
22,19,29
22,29,25
22,39,25
22,49,26
22,59,26
23,9,27
23,19,29
23,29,29
23,39,29
23,49,27
23,59,26
