hour,minute,online
0,9,16
0,19,15
0,29,14
0,39,13
0,49,13
0,59,12
1,9,13
1,19,13
1,29,13
1,39,13
1,49,12
1,59,12
2,9,12
2,19,12
2,29,11
2,39,11
2,49,11
2,59,11
3,9,11
3,19,11
3,29,11
3,39,11
3,49,11
3,59,11
4,9,11
4,19,11
4,29,11
4,39,10
4,49,10
4,59,10
5,9,10
5,19,10
5,29,10
5,39,10
5,49,10
5,59,10
6,9,11
6,19,11
6,29,10
6,39,10
6,49,10
6,59,10
7,9,10
7,19,10
7,29,10
7,39,11
7,49,11
7,59,11
8,9,11
8,19,11
8,29,11
8,39,11
8,49,11
8,59,10
9,9,11
9,19,10
9,29,10
9,39,10
9,49,10
9,59,12
10,9,12
10,19,12
10,29,12
10,39,12
10,49,11
10,59,11
11,9,11
11,19,11
11,29,11
11,39,10
11,49,11
11,59,11
12,9,12
12,19,12
12,29,12
12,39,13
12,49,13
12,59,13
13,9,13
13,19,14
13,29,13
13,39,13
13,49,14
13,59,14
14,9,14
14,19,15
14,29,16
14,39,15
14,49,15
14,59,14
15,9,14
15,19,14
15,29,14
15,39,14
15,49,14
15,59,14
16,9,14
16,19,14
16,29,13
16,39,13
16,49,15
16,59,15
17,9,15
17,19,15
17,29,15
17,39,16
17,49,15
17,59,15
18,9,15
18,19,16
18,29,15
18,39,15
18,49,16
18,59,15
19,9,15
19,19,15
19,29,15
19,39,15
19,49,15
19,59,15
20,9,15
20,19,15
20,29,15
20,39,16
20,49,17
20,59,17
21,9,16
21,19,17
21,29,17
21,39,18
21,49,18
21,59,18
22,9,18
22,19,18
22,29,19
22,39,19
22,49,20
22,59,20
23,9,19
23,19,20
23,29,18
23,39,19
23,49,19
23,59,17
