hour,minute,online
0,0,4
0,10,4
1,30,0
1,40,1
1,50,1
2,0,1
2,10,1
2,20,1
2,30,1
2,40,1
2,50,1
3,0,0
3,10,1
3,20,1
3,30,1
3,40,1
3,50,1
4,0,1
4,10,0
4,20,0
4,30,0
4,40,0
4,50,0
5,0,1
5,10,0
5,20,0
5,30,0
5,40,0
5,50,0
6,0,0
6,10,0
6,20,0
6,30,0
6,40,0
6,50,0
7,0,0
7,10,0
7,20,0
7,30,0
7,40,0
7,50,0
8,0,0
8,10,0
8,20,0
8,30,0
8,40,0
8,50,0
9,0,0
9,10,0
9,20,0
9,30,1
9,40,2
9,50,3
9,59,5
10,10,5
10,20,5
10,30,6
10,40,6
10,50,6
11,0,5
11,10,5
11,20,5
11,30,4
11,40,5
11,50,5
12,0,5
12,10,4
12,20,4
12,30,4
12,40,4
12,50,4
13,0,4
13,10,4
13,20,4
13,30,4
13,40,3
13,50,3
14,0,4
14,10,4
14,20,4
14,30,4
14,40,4
14,50,4
15,0,4
15,10,4
15,20,3
15,30,3
15,40,3
15,50,3
16,10,0
16,20,4
16,30,12
16,40,10
16,50,19
17,0,19
17,10,20
17,20,23
17,30,23
17,40,24
17,50,26
18,0,27
18,10,30
18,20,31
18,30,34
18,40,34
18,50,34
19,0,33
19,10,38
19,20,40
19,30,40
19,40,42
19,50,46
20,0,46
20,10,47
20,20,48
20,30,47
20,40,48
20,50,45
21,0,44
21,10,45
21,20,42
21,30,42
21,40,45
21,50,40
22,0,44
22,10,43
22,20,43
22,30,42
22,40,42
22,50,44
23,0,46
23,10,44
23,20,44
23,30,43
23,40,45
23,50,42
