hour,minute,online
0,0,20
0,10,19
0,20,19
0,30,19
0,40,18
0,50,17
1,0,17
1,10,15
1,20,15
1,30,15
1,40,14
1,50,14
2,0,15
2,10,16
2,20,16
2,30,15
2,40,3
2,50,4
3,0,4
3,10,0
3,20,4
3,30,3
3,40,4
3,50,5
4,0,3
4,10,3
4,20,3
4,30,4
4,40,4
4,50,4
5,0,4
5,10,4
5,20,4
5,30,4
5,40,4
5,50,5
6,0,5
6,10,5
6,20,5
6,30,5
6,40,5
6,50,6
7,0,7
7,10,7
7,20,8
7,30,8
7,40,9
7,50,9
8,0,9
8,10,9
8,20,10
8,30,11
8,40,11
8,50,11
9,0,12
9,10,13
9,20,13
9,30,13
9,40,13
9,50,14
10,0,15
10,10,15
10,20,14
10,30,14
10,40,14
10,50,16
11,0,16
11,10,18
11,20,17
11,30,17
11,40,17
11,50,17
12,0,17
12,10,16
12,20,16
12,30,16
12,40,15
12,50,15
13,0,15
13,10,15
13,20,16
13,30,17
13,40,16
13,50,16
14,0,16
14,10,15
14,20,16
14,30,16
14,40,18
14,50,18
15,0,18
15,10,18
15,20,16
15,30,15
15,40,14
15,50,15
16,0,15
16,10,16
16,20,16
16,30,15
16,40,15
16,50,15
17,0,15
17,10,15
17,20,18
17,30,17
17,40,17
17,50,16
18,0,17
18,10,17
18,20,16
18,30,15
18,40,15
18,50,16
19,0,16
19,10,16
19,20,16
19,30,16
19,40,17
19,50,16
20,0,16
20,10,17
20,20,17
20,30,17
20,40,17
20,50,16
21,0,15
21,10,16
21,20,7
21,30,12
21,40,11
21,50,12
22,0,11
22,10,10
22,20,12
22,30,12
22,40,12
22,50,13
23,0,14
23,10,15
23,20,16
23,30,16
23,40,18
23,50,18
