hour,minute,online
0,0,42
0,10,38
0,20,38
0,30,39
0,40,39
0,50,39
1,0,39
1,10,38
1,20,38
1,30,37
1,40,38
1,50,38
2,0,36
2,10,36
2,20,34
2,30,35
2,40,35
2,50,36
3,0,35
3,10,35
3,20,35
3,30,36
3,40,35
3,50,35
4,0,35
4,10,34
4,20,34
4,30,34
4,40,33
4,50,34
5,0,33
5,10,33
5,20,32
5,30,32
5,40,32
5,50,32
6,0,32
6,10,32
6,20,32
6,30,31
6,40,30
6,50,30
7,0,30
7,10,30
7,20,32
7,30,32
7,40,32
7,50,35
8,0,33
8,10,34
8,20,33
8,30,32
8,40,31
8,50,31
9,0,33
9,10,34
9,20,32
9,30,35
9,40,34
9,50,35
10,0,38
10,10,39
10,20,40
10,30,41
10,40,40
10,50,40
11,0,41
11,10,39
11,20,39
11,30,40
11,40,40
11,50,41
12,0,44
12,10,44
12,20,44
12,30,44
12,40,45
12,50,45
13,0,46
13,10,45
13,20,41
13,30,42
13,40,44
13,50,44
14,0,44
14,10,45
