hour,minute,online
0,0,20
0,10,19
0,20,18
0,30,18
0,40,18
0,50,18
1,0,19
1,10,19
1,20,19
1,30,19
1,40,20
1,50,18
2,0,18
2,10,18
2,20,18
2,30,18
2,40,18
2,50,18
3,0,18
3,10,18
3,20,18
3,30,18
3,40,18
3,50,18
4,0,18
4,10,18
4,20,18
4,30,18
4,40,17
4,50,16
5,0,16
5,10,16
5,20,16
5,30,16
5,40,16
5,50,16
6,0,16
6,10,16
6,20,16
6,30,16
6,40,16
6,50,16
7,0,16
7,10,15
7,20,15
7,30,15
7,40,15
7,50,15
8,0,15
8,10,15
8,20,15
8,30,15
8,40,16
8,50,15
9,0,16
9,10,17
9,20,16
9,30,16
9,40,16
9,50,16
10,0,17
10,10,16
10,20,15
10,30,17
10,40,18
10,50,17
11,0,17
11,10,17
11,20,18
11,30,16
11,40,16
11,50,15
12,0,15
12,10,15
12,20,15
12,30,14
12,40,13
12,50,12
13,0,12
13,10,14
13,20,14
13,30,14
13,40,14
13,50,14
14,0,14
14,10,14
14,20,14
14,30,14
14,40,13
14,50,13
15,0,13
15,10,13
15,20,13
15,30,13
15,40,12
15,50,13
16,0,13
16,10,13
16,20,15
16,30,16
16,40,17
16,50,17
17,0,17
17,10,19
17,20,20
17,30,20
17,40,20
17,50,20
18,0,20
18,10,19
18,20,19
18,30,19
18,40,18
18,50,19
19,0,19
19,10,18
19,20,17
19,30,17
19,40,15
19,50,16
20,0,16
20,10,16
20,20,16
20,30,16
20,40,16
20,50,15
21,0,15
21,10,17
21,20,16
21,30,17
21,40,16
21,50,18
22,0,19
22,10,18
22,20,18
22,30,17
22,40,17
22,50,18
23,0,18
23,10,18
23,20,16
23,30,16
23,40,16
23,50,17
