hour,minute,online
0,0,33
0,10,32
0,20,33
0,30,29
0,40,30
0,50,29
1,0,30
1,10,29
1,20,29
1,30,29
1,40,27
1,50,26
2,0,24
2,10,22
2,20,23
2,30,22
2,40,21
2,50,21
3,0,20
3,10,19
3,20,19
3,30,19
3,40,18
3,50,19
4,0,19
4,10,18
4,20,18
4,30,18
4,40,17
4,50,17
5,0,16
5,10,16
5,20,15
5,30,15
5,40,15
5,50,15
6,0,15
6,10,15
6,20,15
6,30,15
6,40,15
6,50,15
7,0,15
7,10,15
7,20,15
7,30,15
7,40,15
7,50,16
8,0,16
8,10,16
8,20,16
8,30,17
8,40,17
8,50,19
9,0,20
9,10,21
9,20,19
9,30,21
9,40,23
9,50,25
21,50,0
22,0,0
22,10,0
22,20,1
22,30,1
22,40,1
22,50,0
23,0,0
23,10,0
23,20,0
23,30,0
23,40,1
23,50,1
