hour,minute,online
0,0,43
0,10,41
0,20,41
0,30,39
0,40,39
0,50,39
1,0,39
1,10,38
1,20,39
1,30,39
1,40,39
1,50,39
2,0,36
2,10,36
2,20,36
2,30,35
2,40,23
2,50,23
3,0,22
3,10,23
3,20,23
3,30,24
3,40,24
3,50,23
4,0,24
4,10,24
4,20,23
4,30,24
4,40,24
4,50,24
5,0,23
5,10,23
5,20,25
5,30,25
5,40,25
5,50,24
6,0,24
6,10,24
6,20,24
6,30,25
6,40,15
6,50,16
7,0,17
7,10,19
7,20,19
7,30,20
7,40,23
7,50,26
8,0,27
8,10,26
8,20,29
8,30,29
8,40,28
8,50,31
9,0,32
9,10,35
9,20,35
9,30,36
9,40,38
9,50,37
10,0,38
10,10,38
10,20,37
10,30,38
10,40,38
10,50,38
11,0,41
11,10,39
11,20,39
11,30,39
11,40,39
11,50,40
12,0,40
12,10,41
12,20,41
12,30,40
12,40,40
12,50,38
13,0,38
13,10,38
13,20,38
13,30,38
13,40,38
13,50,38
14,0,39
14,10,39
14,20,38
14,30,38
14,40,37
14,50,36
15,0,37
15,10,35
15,20,35
15,30,35
15,40,33
15,50,33
16,0,35
16,10,35
16,20,34
16,30,34
16,40,32
16,50,26
17,0,0
17,10,20
17,20,20
17,30,23
17,40,24
17,50,24
18,0,26
18,10,26
18,20,27
18,30,28
18,40,28
18,50,23
19,0,26
19,10,28
19,20,30
19,30,35
19,40,36
19,50,36
20,0,37
20,10,39
20,20,38
20,30,39
20,40,39
20,50,40
21,0,37
21,10,37
21,20,39
21,30,39
21,40,37
21,50,39
22,0,39
22,10,41
22,20,43
22,30,43
22,40,41
22,50,39
23,0,41
23,10,41
23,20,41
23,30,42
23,40,41
23,50,40
