hour,minute,online
0,0,46
0,10,45
0,20,40
0,30,37
0,40,40
0,50,37
1,0,34
1,10,34
1,20,34
1,30,34
1,40,34
1,50,33
2,0,32
2,10,31
2,20,30
2,30,29
2,40,29
2,50,29
3,0,29
3,10,27
3,20,27
3,30,27
3,40,27
3,50,26
4,0,26
4,10,26
4,20,23
4,30,24
4,40,24
4,50,24
5,0,23
5,10,24
5,20,23
5,30,23
5,40,24
5,50,23
6,0,23
6,10,23
6,19,22
6,30,22
6,40,22
6,50,22
7,0,22
7,10,22
7,20,24
7,30,23
7,40,23
7,50,23
8,0,23
8,10,25
8,20,25
8,30,24
8,40,26
8,50,27
9,0,27
9,10,27
9,20,26
9,30,26
9,40,27
9,50,28
10,0,28
10,10,30
10,20,27
10,30,29
10,40,30
10,50,31
11,0,31
11,10,32
11,20,32
11,30,33
11,40,34
11,50,34
12,0,33
12,10,33
12,20,32
12,30,32
12,40,31
12,50,31
13,0,32
13,10,30
13,20,29
13,30,30
13,40,30
13,50,29
14,0,30
14,10,29
14,20,29
14,30,31
14,40,32
14,50,29
15,0,32
15,10,33
15,20,35
15,30,37
15,40,38
15,50,38
16,0,39
16,10,40
16,20,42
16,30,42
16,40,43
16,50,44
17,0,44
17,9,46
17,19,44
17,30,47
17,40,53
17,50,59
18,0,60
18,10,60
18,20,59
18,30,59
18,40,55
18,50,53
19,0,52
19,10,51
19,20,52
19,30,55
19,40,53
19,50,53
20,0,52
20,10,49
20,20,47
20,30,44
20,40,45
20,50,41
21,0,42
21,10,43
21,20,37
21,30,38
21,40,37
21,50,36
22,0,35
22,10,35
22,20,35
22,30,32
22,40,32
22,50,34
23,0,30
23,10,30
23,20,30
23,30,29
23,40,25
23,50,26
