hour,minute,online
0,0,25
0,10,25
0,20,21
0,30,21
0,40,20
0,50,21
1,0,20
1,10,20
1,20,19
1,30,18
1,40,16
1,50,17
2,0,18
2,10,17
2,20,16
2,30,15
2,40,16
2,50,14
3,0,14
3,10,14
3,20,14
3,30,14
3,40,13
3,50,11
4,0,11
4,10,10
4,20,10
4,30,9
4,40,9
4,50,9
5,0,10
5,10,10
5,20,10
5,30,10
5,40,9
5,50,9
6,0,9
6,10,9
6,20,9
6,30,9
6,40,9
6,50,9
7,0,9
7,10,11
7,20,11
7,30,11
7,40,11
7,50,11
8,0,11
8,10,11
8,20,11
8,30,12
8,40,12
8,50,13
9,0,15
9,10,16
9,20,16
9,30,20
9,40,20
9,50,20
10,0,21
10,10,21
10,20,21
10,30,21
10,40,20
10,50,22
11,0,22
11,10,22
11,20,24
11,30,24
11,40,26
11,50,23
12,0,23
12,10,23
12,20,23
12,30,22
12,40,24
12,50,24
13,0,24
13,10,24
13,20,24
13,30,23
13,40,23
13,50,23
14,0,23
14,10,23
14,40,0
14,50,6
15,0,7
15,10,9
15,20,7
15,30,10
15,40,9
15,50,9
16,0,9
16,10,0
16,20,1
16,30,3
16,40,4
16,50,6
17,0,6
17,10,11
17,19,12
17,29,14
17,40,16
17,50,16
18,0,15
18,10,17
18,20,20
18,30,21
18,40,23
18,50,24
19,0,24
19,10,23
19,20,25
19,30,25
19,40,24
19,50,23
20,0,26
20,10,26
20,20,28
20,30,28
20,40,30
20,50,33
21,0,37
21,10,31
21,20,32
21,30,30
21,40,31
21,50,30
22,0,30
22,10,31
22,20,33
22,30,34
22,50,10
23,0,18
23,10,20
23,20,22
23,30,22
23,40,27
23,50,26
