hour,minute,online
0,0,20
0,10,18
0,20,19
0,30,19
0,40,19
0,50,17
1,0,16
1,10,15
1,20,16
1,30,17
1,40,16
1,50,16
2,0,16
2,10,17
2,20,17
2,30,17
2,40,15
2,50,15
3,0,14
3,10,14
3,20,14
3,30,14
3,40,14
3,50,14
4,0,14
4,10,14
4,20,14
4,30,14
4,40,14
4,50,14
5,0,14
5,10,14
5,20,14
5,30,14
5,40,14
5,50,14
6,0,14
6,10,15
6,20,15
6,30,15
6,40,15
6,50,15
7,0,15
7,10,16
7,20,16
7,30,15
7,40,15
7,50,15
8,0,15
8,10,17
8,20,17
8,30,17
8,40,17
8,50,18
9,0,18
9,10,18
9,20,18
9,30,18
9,40,17
9,50,17
10,0,16
10,10,18
10,20,20
10,30,19
10,40,19
10,50,19
11,0,20
11,10,20
11,20,21
11,30,21
11,40,21
11,50,20
12,0,20
12,10,20
12,20,20
12,30,20
12,40,18
12,50,3
13,0,5
13,10,8
13,20,9
13,30,10
13,40,9
13,50,11
14,0,13
14,10,13
14,20,11
14,30,12
14,40,14
14,50,15
15,0,15
15,10,15
15,20,15
15,30,15
15,40,15
15,50,14
16,0,14
16,10,14
16,20,14
16,30,15
16,40,15
16,50,16
17,0,16
17,10,17
17,20,17
17,30,17
17,40,18
17,50,18
18,0,0
18,10,3
18,20,4
18,30,7
18,40,9
18,50,9
19,0,11
19,10,11
19,20,11
19,30,13
19,40,12
19,50,14
20,0,14
20,10,14
20,20,14
20,30,14
20,40,14
20,50,14
21,0,15
21,10,16
21,20,17
21,30,17
21,40,16
21,50,15
22,0,19
22,10,18
22,20,18
22,30,17
22,40,19
22,50,20
23,0,18
23,10,18
23,20,19
23,30,17
23,40,16
23,50,18
