hour,minute,online
0,0,36
0,10,35
0,20,34
0,30,32
0,40,32
0,50,29
1,0,28
1,10,29
1,20,28
1,30,27
1,40,26
1,50,26
2,0,24
2,10,24
2,20,25
2,30,24
2,40,23
2,50,23
3,0,23
3,10,23
3,20,23
3,30,24
3,40,24
3,50,24
4,0,24
4,10,23
4,20,23
4,30,23
4,40,23
4,50,22
5,0,22
5,10,22
5,20,22
5,30,22
5,40,22
5,50,22
6,0,22
6,10,22
6,20,22
6,30,22
6,40,22
6,50,22
7,0,22
7,10,22
7,20,22
7,30,22
7,40,22
7,50,23
8,0,23
8,10,28
8,20,28
8,30,28
8,40,28
8,50,28
9,0,30
9,10,30
9,20,30
9,30,30
9,40,30
9,50,31
10,0,32
10,10,31
10,20,32
10,30,31
10,40,32
10,50,33
11,0,31
11,10,32
11,20,31
11,30,31
11,40,31
11,50,31
12,0,30
12,10,32
12,20,32
12,30,33
12,40,34
12,50,34
13,0,32
13,10,33
13,20,32
13,30,31
13,40,31
13,50,32
14,0,32
14,10,32
14,20,32
14,30,32
14,40,31
14,50,31
15,0,31
15,10,32
15,20,33
15,30,33
15,40,33
15,50,34
16,0,34
16,10,34
16,20,34
16,30,34
16,40,34
16,50,34
17,0,32
17,10,33
17,20,33
17,30,33
17,40,33
17,50,32
18,0,31
18,10,32
18,20,32
18,30,33
18,40,35
18,50,34
19,0,24
19,10,12
19,20,25
19,30,26
19,40,29
19,50,30
20,0,35
20,10,34
20,20,33
20,30,33
20,40,35
20,50,35
21,0,33
21,10,31
21,20,32
21,30,29
21,40,30
21,50,29
22,0,28
22,10,29
22,20,29
22,30,30
22,40,30
22,50,30
23,0,32
23,10,34
23,20,36
23,30,36
23,40,36
23,50,36
