hour,minute,online
0,9,22
0,19,24
0,29,22
0,39,22
0,49,22
0,59,22
1,9,22
1,19,22
1,29,23
1,39,23
1,49,22
1,59,22
2,9,22
2,19,22
2,29,22
2,39,21
2,49,21
2,59,21
3,9,21
3,19,21
3,29,22
3,39,21
3,49,21
3,59,21
4,9,21
4,19,21
4,29,21
4,39,20
4,49,20
4,59,20
5,9,20
5,19,20
5,29,19
5,39,19
5,49,19
5,59,19
6,9,19
6,19,19
6,29,18
6,39,18
6,49,19
6,59,19
7,9,19
7,19,19
7,29,19
7,39,19
7,49,20
7,59,21
8,9,21
8,19,21
8,29,20
8,39,22
8,49,22
8,59,23
9,9,24
9,19,24
9,29,24
9,39,24
9,49,24
9,59,25
10,9,25
10,19,25
10,29,25
10,39,25
10,49,26
10,59,26
11,9,27
11,19,26
11,29,25
11,39,25
11,49,26
11,59,25
12,9,25
12,19,25
12,29,25
12,39,25
12,49,22
12,59,22
13,9,22
13,19,21
13,29,20
13,39,20
13,49,20
13,59,21
14,9,21
14,19,21
14,29,21
14,39,20
14,49,20
14,59,20
15,9,20
15,19,21
15,29,21
15,39,21
15,49,22
15,59,22
16,9,22
16,19,24
16,29,24
16,39,24
16,49,24
16,59,24
17,9,24
17,19,25
17,29,26
17,39,26
17,49,25
17,59,26
18,9,26
18,19,27
18,29,28
18,39,27
18,49,28
18,59,27
19,9,27
19,19,27
19,29,29
19,39,29
19,49,30
19,59,30
20,9,29
20,19,29
20,29,29
20,39,30
20,49,29
20,59,30
21,9,30
21,19,31
21,29,29
21,39,27
21,49,26
21,59,25
22,9,25
22,19,23
22,29,24
22,39,24
22,49,25
22,59,26
23,9,26
23,19,26
23,29,26
23,39,24
23,49,25
23,59,26
