hour,minute,online
0,9,25
0,19,25
0,29,25
0,39,25
0,49,25
0,59,25
1,9,25
1,19,25
1,29,24
1,39,24
1,49,24
1,59,24
2,9,23
2,19,24
2,29,25
2,39,25
2,49,25
2,59,24
3,9,24
3,19,23
3,29,22
3,39,22
3,49,21
3,59,21
4,9,21
4,19,21
4,29,21
4,39,21
4,49,21
4,59,21
5,9,21
5,19,21
5,29,21
5,39,21
5,49,21
5,59,21
6,9,20
6,19,20
6,29,20
6,39,20
6,49,19
6,59,18
7,9,19
7,19,19
7,29,18
7,39,19
7,49,21
7,59,21
8,9,22
8,19,22
8,29,21
8,39,21
8,49,21
8,59,22
9,9,22
9,19,22
9,29,22
9,39,21
9,49,21
9,59,21
10,9,21
10,19,20
10,29,21
10,39,19
10,49,19
10,59,20
11,9,20
11,19,19
11,29,20
11,39,19
11,49,20
11,59,20
12,9,19
12,19,20
12,29,20
12,39,20
12,49,21
12,59,22
13,9,21
13,19,22
13,29,21
13,39,20
13,49,21
13,59,21
14,9,21
14,19,21
14,29,22
14,39,22
14,49,20
14,59,22
15,9,22
15,19,22
15,29,22
15,39,22
15,49,22
15,59,22
16,9,22
16,19,22
16,29,22
16,39,23
16,49,23
16,59,23
17,9,23
17,19,23
17,29,23
17,39,23
17,49,22
17,59,22
18,9,22
18,19,22
18,29,21
18,39,21
18,49,22
18,59,22
19,9,22
19,19,24
19,29,22
19,39,24
19,49,23
19,59,24
20,9,23
20,19,23
20,29,23
20,39,24
20,49,23
20,59,25
21,9,25
21,19,23
21,29,23
21,39,24
21,49,26
21,59,25
22,9,25
22,19,26
22,29,30
22,39,30
22,49,29
22,59,30
23,9,31
23,19,31
23,29,29
23,39,31
23,49,29
23,59,29
