hour,minute,online
0,9,16
0,19,17
0,29,17
0,39,17
0,49,17
0,59,16
1,9,14
1,19,14
1,29,13
1,39,12
1,49,12
1,59,11
2,9,11
2,19,10
2,29,10
2,39,10
2,49,10
2,59,10
3,9,10
3,19,10
3,29,10
3,39,9
3,49,9
3,59,9
4,9,9
4,19,9
4,29,9
4,39,9
4,49,9
4,59,9
5,9,9
5,19,9
5,29,8
5,39,7
5,49,7
5,59,7
6,9,8
6,19,8
6,29,8
6,39,8
6,49,8
6,59,8
7,9,8
7,19,8
7,29,9
7,39,9
7,49,8
7,59,8
8,9,8
8,19,8
8,29,9
8,39,10
8,49,9
8,59,11
9,9,10
9,19,10
9,29,12
9,39,11
9,49,11
9,59,11
10,9,11
10,19,12
10,29,13
10,39,13
10,49,13
10,59,13
11,9,13
11,19,14
11,29,14
11,39,14
11,49,15
11,59,15
12,9,15
12,19,15
12,29,16
12,39,16
12,49,16
12,59,17
13,9,17
13,19,17
13,29,17
13,39,17
13,49,18
13,59,18
14,9,18
14,19,18
14,29,18
14,39,19
14,49,19
14,59,18
15,9,18
15,19,18
15,29,18
15,39,18
15,49,18
15,59,18
16,9,17
16,19,17
16,29,18
16,39,18
16,49,18
16,59,18
17,9,19
17,19,18
17,29,18
17,39,18
17,49,18
17,59,18
18,9,18
18,19,19
18,29,20
18,39,20
18,49,19
18,59,19
19,9,19
19,19,19
19,29,20
19,39,20
19,49,20
19,59,20
20,9,20
20,19,20
20,29,22
20,39,22
20,49,22
20,59,23
21,9,22
21,19,22
21,29,20
21,39,21
21,49,21
21,59,21
22,9,20
22,19,21
22,29,21
22,39,20
22,49,20
22,59,20
23,9,21
23,19,22
23,29,21
23,39,20
23,49,20
23,59,19
