hour,minute,online
0,0,10
0,10,9
0,20,9
0,30,9
0,40,9
0,50,10
1,0,10
1,10,9
1,20,11
1,30,11
1,40,11
1,50,11
2,0,11
2,10,11
2,20,12
2,30,12
2,40,12
2,50,12
3,0,12
3,10,12
3,20,12
3,30,12
3,40,12
3,50,12
4,0,12
4,10,12
4,20,11
4,30,11
4,40,11
4,50,11
5,0,11
5,10,11
5,20,11
5,30,10
5,40,10
5,50,10
6,0,10
6,10,9
6,20,9
6,30,10
6,40,10
6,50,10
7,0,10
7,10,10
7,20,11
7,30,11
7,40,11
7,50,11
8,0,11
8,10,11
8,20,11
8,30,11
8,40,12
8,50,12
9,0,14
9,10,14
9,20,14
9,30,14
9,40,14
9,50,15
10,0,16
10,10,17
10,20,15
10,30,15
10,40,15
10,50,15
11,0,15
11,10,13
11,20,14
11,30,13
11,40,14
11,50,14
12,0,14
12,10,13
12,20,12
12,30,12
12,40,12
12,50,12
13,0,12
13,10,14
13,20,14
13,30,13
13,40,14
13,50,14
14,0,14
14,10,14
14,20,14
14,30,15
14,40,16
14,50,16
15,0,16
15,10,16
15,20,16
15,30,17
15,40,17
15,50,16
16,0,16
16,10,16
16,20,16
16,30,16
16,40,16
16,50,16
17,0,16
17,10,16
17,20,16
17,30,16
17,40,15
17,50,17
18,0,17
18,10,17
18,20,17
18,30,17
18,40,18
18,50,18
19,0,19
19,10,17
19,20,18
19,30,18
19,40,18
19,50,18
20,0,18
20,10,17
20,20,18
20,30,17
20,40,16
20,50,17
21,0,16
21,10,17
21,20,16
21,30,14
21,40,16
21,50,17
22,0,18
22,10,18
22,20,17
22,30,17
22,40,17
22,50,17
23,0,18
23,10,16
23,20,16
23,30,16
23,40,16
23,50,16
