hour,minute,online
0,0,31
hour,minute,online
0,0,0
0,10,31
0,10,0
0,20,32
0,20,0
0,30,32
0,30,0
0,40,31
0,40,0
0,50,0
0,50,31
1,0,30
1,0,0
1,10,0
1,10,30
1,20,29
1,20,0
1,30,29
1,30,0
1,40,0
1,40,29
1,50,29
1,50,0
2,0,28
2,0,0
2,10,0
2,10,28
2,20,0
2,20,27
2,30,0
2,30,27
2,40,0
2,40,26
2,50,0
2,50,26
3,0,25
3,0,0
3,10,25
3,10,0
3,20,0
3,20,25
3,30,0
3,30,25
3,40,0
3,40,26
3,50,26
3,50,0
4,0,26
4,0,0
4,10,0
4,10,25
4,20,0
4,20,25
4,30,0
4,30,25
4,40,25
4,40,0
4,50,0
4,50,25
5,0,25
5,0,0
5,10,0
5,10,24
5,20,0
5,20,24
5,30,24
5,30,0
5,40,0
5,40,24
5,50,24
5,50,0
6,0,24
6,0,0
6,10,24
6,10,0
6,20,0
6,20,24
6,30,24
6,30,0
6,40,0
6,40,24
6,50,0
6,50,24
7,0,0
7,0,25
7,10,0
7,10,25
7,20,0
7,20,25
7,30,0
7,30,25
7,40,25
7,40,0
7,50,25
7,50,0
8,0,27
8,0,0
8,10,28
8,10,0
8,20,28
8,20,0
8,30,0
8,30,27
8,40,27
8,40,0
8,50,0
8,50,27
9,0,27
9,0,0
9,10,0
9,10,28
9,20,0
9,20,27
9,30,0
9,30,26
9,40,26
9,40,0
9,50,0
9,50,27
10,0,0
10,0,28
10,10,27
10,10,0
10,20,26
10,20,0
10,30,27
10,30,0
10,40,27
10,40,0
10,50,27
10,50,0
11,0,29
11,0,0
11,10,0
11,10,29
11,20,29
11,20,0
11,30,29
11,30,0
11,40,30
11,40,0
11,50,29
11,50,0
12,0,29
12,0,0
12,10,0
12,10,28
12,20,0
12,20,28
12,30,0
12,30,29
12,40,29
12,40,0
12,50,0
12,50,28
13,0,29
13,0,0
13,10,28
13,10,0
13,20,0
13,20,28
13,30,28
13,30,0
13,40,27
13,40,0
13,50,0
13,50,27
14,0,0
14,0,27
14,10,26
14,10,0
14,20,26
14,20,0
14,30,25
14,30,0
14,40,0
14,40,26
14,50,26
14,50,0
15,0,26
15,0,0
15,10,27
15,10,0
15,20,28
15,20,0
15,30,27
15,30,0
15,40,0
15,40,27
15,50,0
15,50,27
16,0,0
16,0,28
16,10,0
16,10,29
16,20,29
16,20,0
16,30,29
16,30,0
16,40,26
16,40,0
16,50,0
16,50,29
17,0,31
17,0,0
17,10,30
17,10,0
17,20,31
17,20,0
17,30,31
17,30,0
17,40,28
17,40,0
17,50,30
17,50,0
18,0,0
18,0,28
18,30,11
18,40,17
18,50,18
19,0,18
19,10,19
19,20,21
19,30,21
19,40,23
19,50,23
20,0,24
20,10,26
20,20,26
20,30,27
20,40,26
20,50,25
21,0,26
21,10,26
21,20,26
21,30,25
21,40,25
21,50,24
22,0,24
22,10,28
22,20,27
22,30,27
22,40,25
22,50,26
23,0,26
23,10,25
23,20,24
23,30,25
23,40,24
23,50,24
