hour,minute,online
0,9,26
0,19,25
0,29,24
0,39,24
0,49,24
0,59,24
1,9,23
1,19,24
1,29,24
1,39,24
1,49,23
1,59,23
2,9,22
2,19,22
2,29,22
2,39,21
2,49,21
2,59,20
3,9,22
3,19,22
3,29,22
3,39,21
3,49,21
3,59,21
4,9,21
4,19,20
4,29,21
4,39,21
4,49,21
4,59,21
5,9,21
5,19,21
5,29,19
5,39,20
5,49,20
5,59,20
6,9,20
6,19,20
6,29,20
6,39,20
6,49,20
6,59,20
7,9,19
7,19,20
7,29,21
7,39,21
7,49,21
7,59,21
8,9,21
8,19,21
8,29,21
8,39,21
8,49,21
8,59,22
9,9,21
9,19,21
9,29,21
9,39,23
9,49,24
9,59,23
10,9,23
10,19,22
10,29,22
10,39,22
10,49,23
10,59,23
11,9,23
11,19,24
11,29,24
11,39,24
11,49,24
11,59,24
12,9,24
12,19,24
12,29,24
12,39,26
12,49,25
12,59,24
13,9,23
13,19,22
13,29,24
13,39,24
13,49,24
13,59,24
14,9,24
14,19,24
14,29,24
14,39,24
14,49,24
14,59,24
15,9,24
15,19,24
15,29,25
15,40,27
15,50,27
15,59,27
16,9,27
16,19,27
16,29,27
16,39,27
16,49,27
16,59,27
17,9,28
17,19,27
17,29,27
17,39,26
17,49,26
17,59,27
18,9,28
18,19,28
18,29,29
18,39,30
18,49,29
18,59,29
19,9,31
19,20,30
19,29,30
19,39,30
19,49,30
19,59,30
20,9,29
20,19,29
20,29,29
20,39,28
20,49,27
20,59,28
21,9,27
21,19,26
21,29,28
21,39,27
21,49,28
21,59,29
22,9,28
22,19,30
22,29,30
22,39,29
22,49,28
22,59,30
23,9,30
23,19,29
23,29,29
23,39,29
23,49,29
23,59,29
