hour,minute,online
0,0,6
0,10,4
0,20,5
0,30,5
0,40,5
0,50,5
1,0,5
1,10,4
1,40,8
1,50,11
2,0,12
2,10,11
2,20,13
2,30,13
2,40,12
2,50,14
3,0,14
3,10,14
3,20,13
3,30,12
3,40,13
3,50,12
4,0,13
4,10,11
4,20,12
4,30,12
4,40,12
4,50,12
5,0,12
5,10,12
5,20,12
5,30,10
5,40,11
5,50,10
6,0,10
6,10,10
6,20,9
6,30,9
6,40,9
6,50,9
7,0,9
7,10,9
7,20,9
7,30,9
7,40,9
7,50,9
8,0,10
8,10,10
8,20,10
8,30,10
8,40,10
8,50,10
9,0,11
9,10,12
9,20,12
9,30,14
9,40,15
9,50,16
10,0,17
10,10,17
10,20,18
10,30,22
10,40,24
10,50,24
11,0,27
11,10,25
11,20,28
11,30,29
11,40,29
11,50,31
12,0,30
12,10,30
12,20,30
12,30,30
12,40,29
12,50,28
13,0,27
13,10,2
13,20,2
13,30,2
13,40,2
13,50,2
14,0,2
14,10,3
14,20,3
14,30,9
14,40,0
14,50,4
15,0,7
15,10,7
15,20,6
15,30,7
15,40,10
15,50,14
16,0,15
16,10,16
16,20,15
16,30,14
16,40,16
16,50,18
17,0,19
17,10,20
17,20,19
17,30,19
17,40,19
17,50,21
18,0,21
18,10,21
18,20,21
18,30,24
18,40,23
18,50,24
19,0,22
