hour,minute,online
0,9,21
0,19,20
0,29,20
0,39,17
0,49,16
0,59,16
1,9,15
1,19,14
1,29,15
1,39,15
1,49,15
1,59,14
2,9,14
2,19,14
2,29,14
2,39,14
2,49,14
2,59,14
3,9,14
3,19,12
3,29,12
3,39,11
3,49,10
3,59,10
4,9,10
4,19,10
4,29,10
4,39,10
4,49,10
4,59,10
5,9,10
5,19,10
5,29,10
5,39,10
5,49,10
5,59,10
6,9,10
6,19,10
6,29,10
6,39,10
6,49,10
6,59,10
7,9,11
7,19,12
7,29,11
7,39,11
7,49,12
7,59,13
8,9,13
8,19,13
8,29,13
8,39,13
8,49,13
8,59,14
9,9,14
9,19,15
9,29,15
9,39,16
9,49,17
9,59,20
10,9,20
10,19,18
10,29,18
10,39,18
10,49,19
10,59,19
11,9,20
11,19,20
11,29,20
11,39,20
11,49,20
11,59,19
12,9,19
12,19,18
12,29,18
12,39,18
12,49,18
12,59,19
13,9,21
13,19,21
13,29,21
13,39,21
13,49,21
13,59,21
14,9,20
14,19,20
14,29,20
14,39,20
14,49,20
14,59,20
15,9,19
15,19,18
15,29,18
15,39,18
15,49,18
15,59,18
16,9,18
16,19,17
16,29,15
16,39,17
16,49,17
17,0,17
17,9,17
17,19,17
17,29,17
17,39,17
17,49,16
17,59,16
18,9,16
18,19,15
18,29,16
18,39,16
18,49,16
18,59,16
19,9,17
19,19,17
19,29,18
19,39,19
19,49,19
19,59,19
20,9,20
20,19,20
20,29,21
20,39,20
20,49,20
20,59,19
21,9,18
21,19,18
21,29,20
21,39,20
21,49,19
21,59,19
22,9,20
22,19,21
22,29,20
22,39,21
22,49,21
22,59,21
23,9,20
23,19,20
23,29,20
23,39,19
23,49,21
23,59,21
