hour,minute,online
0,9,28
0,19,28
0,29,28
0,39,25
0,49,25
0,59,26
1,9,26
1,19,27
1,29,27
1,39,27
1,49,27
1,59,27
2,9,26
2,19,26
2,29,26
2,39,26
2,49,26
2,59,26
3,9,26
3,19,26
3,29,26
3,39,25
3,49,25
3,59,25
4,9,25
4,19,25
4,29,25
4,39,25
4,49,25
4,59,25
5,9,25
5,19,25
5,29,25
5,39,25
5,49,25
5,59,25
6,9,24
6,19,24
6,29,24
6,39,24
6,49,24
6,59,23
7,9,22
7,19,22
7,29,21
7,39,22
7,49,22
7,59,22
8,9,22
8,19,22
8,29,22
8,39,22
8,49,22
8,59,23
9,9,20
9,19,21
9,29,21
9,39,22
9,49,22
9,59,22
10,9,24
10,19,24
10,29,24
10,39,23
10,49,23
10,59,23
11,9,23
11,19,23
11,29,23
11,39,22
11,49,22
11,59,22
12,9,21
12,19,21
12,29,21
12,39,21
12,49,22
12,59,22
13,9,24
13,19,24
13,29,24
13,39,24
13,49,24
13,59,24
14,9,25
14,19,25
14,29,25
14,39,25
14,49,25
14,59,26
15,9,25
15,19,25
15,29,24
15,39,27
15,49,26
15,59,25
16,9,24
16,19,25
16,29,26
16,39,25
16,49,26
16,59,26
17,9,26
17,19,25
17,29,25
17,39,25
17,49,25
17,59,25
18,9,25
18,19,25
18,29,25
18,39,25
18,49,25
18,59,25
19,9,26
19,19,25
19,29,25
19,39,26
19,49,28
19,59,30
20,9,30
20,19,31
20,29,30
20,39,30
20,49,29
20,59,28
21,9,27
21,19,27
21,29,28
21,39,28
21,49,27
21,59,27
22,9,26
22,19,26
22,29,27
22,39,26
22,49,27
22,59,26
23,9,26
23,19,26
23,29,25
23,39,24
23,49,25
23,59,25
