hour,minute,online
0,0,4
0,10,4
0,20,4
0,30,4
0,40,2
0,50,4
1,0,3
1,10,3
1,20,3
1,30,2
1,40,3
1,50,3
2,0,3
2,10,3
2,20,3
2,30,3
2,40,3
2,50,2
3,0,4
3,10,3
3,20,3
3,30,3
3,40,3
3,50,2
4,0,2
4,10,2
4,20,2
4,30,2
4,40,1
4,50,1
5,0,1
5,10,1
5,20,1
5,30,1
5,40,1
5,50,1
6,0,1
6,10,1
6,20,2
6,30,1
6,40,1
6,50,1
7,0,1
7,10,1
7,20,1
7,30,1
7,40,1
7,50,2
8,0,1
8,10,1
8,20,1
8,30,2
8,40,2
8,50,2
9,0,2
9,10,2
9,20,3
9,30,3
9,40,3
9,50,3
10,0,3
10,10,3
10,20,4
10,30,4
10,40,4
10,50,5
11,0,4
11,10,4
11,20,4
11,30,2
11,40,2
11,50,2
12,0,2
12,10,2
12,20,2
12,30,2
12,40,2
12,50,2
13,0,2
13,10,2
13,20,4
13,30,4
13,40,4
13,50,4
14,0,4
14,10,3
14,20,3
14,30,4
14,40,4
14,50,5
15,0,5
15,10,5
15,20,5
15,30,5
15,40,5
15,50,5
16,0,5
16,10,5
16,20,5
16,30,5
16,40,4
16,50,3
17,0,5
17,10,6
17,20,6
17,30,6
17,40,5
17,50,4
18,0,4
18,10,3
18,20,3
18,30,3
18,40,3
18,50,3
19,0,4
19,10,4
19,20,5
19,30,4
19,40,5
19,50,5
20,0,6
20,10,6
20,20,6
20,30,7
20,40,7
20,50,5
21,0,5
21,10,5
21,20,5
21,30,5
21,40,7
21,50,6
22,0,6
22,10,6
22,20,7
22,30,7
22,40,5
22,50,7
23,0,7
23,10,7
23,20,7
23,30,7
23,40,7
23,50,8
