hour,minute,online
0,9,11
0,19,11
0,29,11
0,39,11
0,49,11
0,59,11
1,9,10
1,19,12
1,29,12
1,39,12
1,49,11
1,59,10
2,9,10
2,19,10
2,29,10
2,39,10
2,49,11
2,59,11
3,9,11
3,19,10
3,29,10
3,39,10
3,49,10
3,59,10
4,9,9
4,19,9
4,29,8
4,39,8
4,49,8
4,59,8
5,9,8
5,19,7
5,29,7
5,39,7
5,49,7
5,59,7
6,9,8
6,19,8
6,29,8
6,39,9
6,49,9
6,59,9
7,9,9
7,19,9
7,29,9
7,39,9
7,49,9
7,59,9
8,9,9
8,19,9
8,29,8
8,39,8
8,49,8
8,59,8
9,9,8
9,19,9
9,29,9
9,39,9
9,49,9
9,59,8
10,9,8
10,19,9
10,29,9
10,39,9
10,49,8
10,59,9
11,9,8
11,19,8
11,29,10
11,39,9
11,49,9
11,59,10
12,9,10
12,19,9
12,29,9
12,39,9
12,49,9
12,59,9
13,9,9
13,19,9
13,29,9
13,39,9
13,49,10
13,59,10
14,9,10
14,19,10
14,29,10
14,39,9
14,49,10
14,59,9
15,9,9
15,19,11
15,29,12
15,39,12
15,49,12
15,59,13
16,9,13
16,19,13
16,29,13
16,39,13
16,49,13
16,59,13
17,9,14
17,19,14
17,29,13
17,39,15
17,49,16
17,59,15
18,9,16
18,19,17
18,29,16
18,39,16
18,49,16
18,59,17
19,9,17
19,19,17
19,29,17
19,39,17
19,49,16
19,59,16
20,9,15
20,19,16
20,29,16
20,39,15
20,49,17
20,59,17
21,9,16
21,19,16
21,29,15
21,39,15
21,49,15
21,59,16
22,9,16
22,19,15
22,29,15
22,39,15
22,49,15
22,59,15
23,9,14
23,19,14
23,29,14
23,39,14
23,49,12
23,59,12
