hour,minute,online
11,30,0
11,40,0
11,50,0
12,0,0
12,10,0
12,20,0
12,30,0
12,40,0
12,50,2
13,0,4
13,10,1
13,20,0
13,30,15
13,40,16
13,50,21
14,0,24
14,10,24
14,20,26
14,30,0
14,40,12
14,50,21
15,0,19
15,10,22
15,20,23
15,30,22
15,40,23
15,50,22
16,0,23
16,10,23
16,20,22
16,30,25
16,40,26
16,50,26
17,0,24
17,10,22
17,20,24
17,30,25
17,40,26
17,50,27
18,0,30
18,10,27
18,20,27
18,30,31
18,40,31
18,50,35
19,0,39
19,10,41
19,20,41
19,30,40
19,40,40
19,50,42
20,0,38
20,10,37
20,20,34
20,30,38
20,40,40
20,50,39
21,0,35
21,10,32
21,20,31
21,30,31
21,40,31
21,50,30
22,0,30
22,10,29
