hour,minute,online
0,0,35
0,10,35
0,20,36
0,30,35
0,40,36
0,50,34
1,0,32
7,20,3
7,30,3
7,40,5
7,50,9
8,0,15
8,10,18
8,20,19
8,30,19
8,40,22
8,50,24
9,0,24
9,10,27
9,20,29
9,30,31
9,40,30
9,50,31
10,0,30
10,10,32
10,20,32
10,30,31
10,40,33
10,50,34
11,0,34
11,10,34
11,20,35
11,30,37
11,40,36
11,50,36
12,0,38
12,10,40
12,20,39
12,30,39
12,40,36
12,50,37
13,0,37
13,10,37
13,20,38
13,30,37
13,40,37
13,50,38
14,0,38
14,10,37
14,20,37
14,30,39
14,40,39
14,50,39
15,0,39
15,10,40
15,20,38
15,30,37
15,40,40
15,50,39
16,0,37
16,10,37
16,20,38
16,30,38
16,40,36
16,50,37
17,0,36
17,10,37
17,20,37
17,30,36
17,40,37
17,50,38
18,0,37
18,10,36
18,20,36
18,30,36
18,40,36
18,50,36
19,0,37
19,10,36
19,20,36
19,30,37
19,40,38
19,50,39
20,0,41
20,10,40
20,20,38
20,30,39
20,40,40
20,50,39
21,0,37
21,10,37
21,20,36
21,30,35
21,40,37
21,50,37
22,0,37
22,10,36
22,20,36
22,30,34
22,40,36
22,50,37
23,0,39
23,10,39
23,20,42
23,30,43
23,40,41
23,50,43
