hour,minute,online
0,9,6
0,19,6
0,29,6
0,39,5
0,49,5
0,59,5
1,9,5
1,19,5
1,29,5
1,39,5
1,49,5
1,59,5
2,9,5
2,19,5
2,29,5
2,39,5
2,49,4
2,59,4
3,9,4
3,19,4
3,29,4
3,39,4
3,49,4
3,59,4
4,9,4
4,19,4
4,29,4
4,39,4
4,49,4
4,59,4
5,9,4
5,19,4
5,29,4
5,39,4
5,49,3
5,59,3
6,9,3
6,19,3
6,29,3
6,39,3
6,49,3
6,59,3
7,9,3
7,19,3
7,29,3
7,39,3
7,49,4
7,59,4
8,9,4
8,19,4
8,29,4
8,39,4
8,49,5
8,59,5
9,9,5
9,19,5
9,29,6
9,39,6
9,49,6
9,59,5
10,9,5
10,19,6
10,29,8
10,39,7
10,49,8
10,59,8
11,9,8
11,19,8
11,29,10
11,39,9
11,49,9
11,59,9
12,9,8
12,19,7
12,29,7
12,39,6
12,49,8
12,59,8
13,9,8
13,19,9
13,29,9
13,39,8
13,49,8
13,59,9
14,9,10
14,19,10
14,29,12
14,39,12
14,49,11
14,59,11
15,9,11
15,19,11
15,29,11
15,39,13
15,49,13
15,59,13
16,9,14
16,19,14
16,29,14
16,39,14
16,49,14
16,59,14
17,9,14
17,19,15
17,29,15
17,39,15
17,49,15
17,59,15
18,9,15
18,19,15
18,29,16
18,39,16
18,49,15
18,59,16
19,9,15
19,19,16
19,29,16
19,39,15
19,49,14
19,59,14
20,9,6
20,19,9
20,29,9
20,39,10
20,49,11
20,59,13
21,9,13
21,19,12
21,29,12
21,39,12
21,49,12
21,59,12
22,9,12
22,19,12
22,29,10
22,39,10
22,49,10
22,59,10
23,9,10
23,19,10
23,29,9
23,39,10
23,49,9
23,59,10
