hour,minute,online
0,9,26
0,19,26
0,29,27
0,39,26
0,49,25
0,59,25
1,9,24
1,19,24
1,29,24
1,39,24
1,49,23
1,59,23
2,9,23
2,19,22
2,29,21
2,39,22
2,49,22
2,59,21
3,9,21
3,19,21
3,29,21
3,39,20
3,49,21
3,59,22
4,9,22
4,19,22
4,29,21
4,39,20
4,49,20
4,59,18
5,9,18
5,19,18
5,29,18
5,39,18
5,49,18
5,59,18
6,9,18
6,19,18
6,29,18
6,39,18
6,49,18
6,59,18
7,9,18
7,19,18
7,29,17
7,39,17
7,49,16
7,59,16
8,9,17
8,19,17
8,29,17
8,39,18
8,49,19
8,59,19
9,9,19
9,19,20
9,29,20
9,39,20
9,49,19
9,59,19
10,9,19
10,19,20
10,29,20
10,39,20
10,49,20
10,59,20
11,9,21
11,19,21
11,29,21
11,39,22
11,49,22
11,59,22
12,9,22
12,19,22
12,29,23
12,39,23
12,49,24
12,59,25
13,9,25
13,19,25
13,29,24
13,39,24
13,49,23
13,59,23
14,9,24
14,19,24
14,29,24
14,39,24
14,49,24
14,59,24
15,9,24
15,19,24
15,29,24
15,39,23
15,49,24
15,59,24
16,9,24
16,19,24
16,29,24
16,39,24
16,49,24
16,59,24
17,9,26
17,19,25
17,29,24
17,39,24
17,49,24
17,59,25
18,9,25
18,19,25
18,29,25
18,39,26
18,49,27
18,59,27
19,9,27
19,19,28
19,29,28
19,39,28
19,49,28
19,59,28
20,9,29
20,19,28
20,29,28
20,39,28
20,49,29
20,59,28
21,9,27
21,19,29
21,29,28
21,39,29
21,49,28
21,59,29
22,9,30
22,19,30
22,29,30
22,39,31
22,49,31
22,59,30
23,9,29
23,19,29
23,29,29
23,39,28
23,49,25
23,59,25
