hour,minute,online
0,0,30
0,10,27
0,20,26
0,30,26
0,40,26
0,50,26
1,0,26
1,10,26
1,20,26
1,30,26
1,40,26
1,50,26
2,0,26
2,10,26
2,20,26
2,30,26
2,40,26
2,50,26
3,0,26
3,10,26
3,20,26
3,30,26
3,40,26
3,50,26
4,0,26
4,10,26
4,20,26
4,30,26
4,40,26
4,50,26
5,0,26
5,10,26
5,20,26
5,30,26
5,40,26
5,50,26
6,0,26
6,10,26
6,20,0
6,30,0
9,20,4
9,30,8
9,40,10
9,50,12
10,0,12
10,10,14
10,20,16
10,30,15
10,40,17
10,50,19
11,0,18
11,10,19
11,20,21
11,30,21
11,40,23
11,50,23
12,0,24
12,10,25
12,20,23
12,30,24
12,40,26
12,50,27
13,0,26
13,10,26
13,20,25
13,30,26
13,40,28
13,50,29
14,0,29
14,10,28
14,20,27
14,30,27
14,40,25
14,50,26
15,0,25
15,10,25
15,20,26
15,30,26
15,40,27
15,50,27
16,0,27
16,10,27
16,20,26
16,30,26
16,40,26
16,50,26
17,0,27
17,10,28
17,20,28
17,30,27
17,40,26
17,50,27
18,0,28
18,10,27
18,20,27
18,30,27
18,40,28
18,50,27
19,0,27
19,10,27
19,20,26
19,30,27
19,40,27
19,50,28
20,0,29
20,10,28
20,20,29
20,30,28
20,40,27
20,50,27
21,0,26
21,10,26
21,20,25
21,30,27
21,40,25
21,50,28
22,0,22
22,10,0
22,30,1
22,40,0
22,50,0
23,0,9
23,10,12
23,20,14
23,30,14
23,40,17
23,50,16
