hour,minute,online
0,0,6
0,10,6
0,20,5
0,30,3
0,40,4
0,50,3
1,0,3
1,10,3
1,20,4
1,30,4
1,40,4
1,50,5
2,0,5
2,10,6
2,20,6
2,30,5
2,40,5
2,50,4
3,0,4
3,10,4
3,20,3
3,30,4
3,40,4
3,50,4
4,0,3
4,10,2
4,20,2
4,30,2
4,40,2
4,50,4
5,0,4
5,10,4
5,20,2
5,30,4
5,40,3
5,50,2
6,0,3
6,10,3
6,20,3
6,30,3
6,40,3
6,50,3
7,0,3
7,10,3
7,20,3
7,30,3
7,40,3
7,50,3
8,0,4
8,10,4
8,20,4
8,30,4
8,40,4
8,50,4
9,0,4
9,10,3
9,20,4
9,30,5
9,40,5
9,50,5
10,0,5
10,10,5
10,20,5
10,30,5
10,40,6
10,50,8
11,0,8
11,10,8
11,20,8
11,30,8
11,40,8
11,50,8
12,0,9
12,10,8
12,20,9
12,30,9
12,40,8
12,50,7
13,0,9
13,10,9
13,20,11
13,30,11
13,40,11
13,50,11
14,0,10
14,10,10
14,20,10
14,30,10
14,40,10
14,50,9
15,0,11
15,10,12
15,20,12
15,30,12
15,40,11
15,50,11
16,0,11
16,10,11
16,20,11
16,30,11
16,40,11
16,50,10
17,0,10
17,10,11
17,20,11
17,30,12
17,40,11
17,50,12
18,0,12
18,10,13
18,20,13
18,30,14
18,40,13
18,50,14
19,0,13
19,10,13
19,20,13
19,30,13
19,40,13
19,50,13
20,0,13
20,10,13
20,20,13
20,30,13
20,40,14
20,50,14
21,0,14
21,10,14
21,20,14
21,30,14
21,40,14
21,50,14
22,0,14
22,10,14
22,20,0
22,30,5
22,40,8
22,50,8
23,0,8
23,10,8
23,20,8
23,30,9
23,40,8
23,50,9
