hour,minute,online
0,9,11
0,19,12
0,29,12
0,39,12
0,49,12
0,59,12
1,9,12
1,19,12
1,29,12
1,39,12
1,49,11
1,59,11
2,9,11
2,19,12
2,29,12
2,39,13
2,49,13
2,59,12
3,9,11
3,19,11
3,29,11
3,39,11
3,49,11
3,59,11
4,9,10
4,19,10
4,29,10
4,39,10
4,49,10
4,59,10
5,9,10
5,19,11
5,29,10
5,39,10
5,49,10
5,59,10
6,9,10
6,20,10
6,29,10
6,39,10
6,49,10
6,59,10
7,9,9
7,19,9
7,29,8
7,39,8
7,49,7
7,59,7
8,9,8
8,19,8
8,29,8
8,39,8
8,49,8
8,59,8
9,9,9
9,19,9
9,29,9
9,39,9
9,49,10
9,59,10
10,9,11
10,19,11
10,29,11
10,39,11
10,49,11
10,59,12
11,9,12
11,19,12
11,29,13
11,39,13
11,49,13
11,59,13
12,9,13
12,19,12
12,29,13
12,39,13
12,49,13
12,59,13
13,9,13
13,19,12
13,29,12
13,39,12
13,49,12
13,59,12
14,9,12
14,19,13
14,29,14
14,39,13
14,49,13
14,59,14
15,9,14
15,19,14
15,29,15
15,39,15
15,49,15
15,59,14
16,9,16
16,19,16
16,29,17
16,39,17
16,49,16
16,59,17
17,9,17
17,19,19
17,29,19
17,39,18
17,49,20
17,59,18
18,9,20
18,19,18
18,29,20
18,39,19
18,49,19
18,59,20
19,9,19
19,19,19
19,29,17
19,39,19
19,49,18
19,59,18
20,9,18
20,19,18
20,29,20
20,39,20
20,49,19
20,59,20
21,9,19
21,19,18
21,29,19
21,39,21
21,49,20
21,59,21
22,9,21
22,19,22
22,29,21
22,39,21
22,49,20
22,59,19
23,9,20
23,19,19
23,29,19
23,39,19
23,49,18
23,59,16
