hour,minute,online
0,0,39
0,10,38
0,20,37
0,30,38
0,40,37
0,50,37
1,0,35
1,10,36
1,20,37
6,50,5
7,0,10
7,10,11
7,20,13
7,30,13
7,40,14
7,50,18
8,0,20
8,10,20
8,20,21
8,30,22
8,40,23
8,50,25
9,0,24
9,10,25
9,20,25
9,30,28
9,40,29
9,50,29
10,0,29
10,10,31
10,20,34
10,30,35
10,40,37
10,50,34
11,0,35
11,10,37
11,20,34
11,30,34
11,40,34
11,50,35
12,0,35
12,10,36
12,20,40
12,30,40
12,40,38
12,50,37
13,0,38
13,10,39
13,20,39
13,30,39
13,40,39
13,50,38
14,0,38
14,10,38
14,20,37
14,30,36
14,40,36
14,50,35
15,0,35
15,10,36
15,20,35
15,30,36
15,40,34
15,50,35
16,0,35
16,10,34
16,20,34
16,30,33
16,40,31
16,50,30
17,0,26
17,20,9
17,30,10
17,40,12
17,50,14
18,0,17
18,10,20
18,20,21
18,30,21
18,40,23
18,50,23
19,0,24
19,10,24
19,20,24
19,30,27
19,40,29
19,50,32
20,0,4
