hour,minute,online
0,0,18
0,10,18
0,20,17
0,30,0
0,40,6
0,50,10
1,0,10
1,10,9
1,20,10
1,30,9
1,40,9
1,50,8
2,0,9
2,10,8
2,20,9
2,30,9
2,40,10
2,50,9
3,0,9
3,10,9
3,20,9
3,30,9
3,40,9
3,50,10
4,0,2
4,10,5
4,20,5
4,30,5
4,40,5
4,50,4
5,0,4
5,10,4
5,20,4
5,30,4
5,40,4
5,50,5
6,0,5
6,10,5
6,20,4
6,30,4
6,40,5
6,50,5
7,0,5
7,10,6
7,20,6
7,30,6
7,40,7
7,50,7
8,0,8
8,10,8
8,20,9
8,30,9
8,40,9
8,50,9
9,0,10
9,10,10
9,20,12
9,30,12
9,40,12
9,50,13
10,0,13
10,10,14
10,20,13
10,30,13
10,40,13
10,50,14
11,0,15
11,10,15
11,20,15
11,30,15
11,40,15
11,50,15
12,0,16
12,10,16
12,20,16
12,30,15
12,40,15
12,50,15
13,0,15
13,10,14
13,20,14
13,30,15
13,40,15
13,50,13
14,0,13
14,10,13
14,20,14
14,30,14
14,40,14
14,50,14
15,0,14
15,10,15
15,20,14
15,30,14
15,40,14
15,50,14
16,0,14
16,10,15
16,20,14
16,30,15
16,40,15
16,50,15
17,0,14
17,10,15
17,20,15
17,30,15
17,40,15
17,50,16
18,0,16
18,10,16
18,20,15
18,30,15
18,40,16
18,50,16
19,0,16
19,10,15
19,20,15
19,30,16
19,40,16
19,50,14
20,0,16
20,10,15
20,20,16
20,30,15
20,40,17
20,50,16
21,0,17
21,10,16
21,20,16
21,30,16
21,40,17
21,50,18
22,0,18
22,10,18
22,20,20
22,30,0
22,40,10
22,50,12
23,0,10
23,10,11
23,20,7
23,40,7
23,50,10
