hour,minute,online
0,0,40
0,10,38
0,20,39
0,30,37
0,40,37
0,50,35
1,0,34
1,10,34
1,20,34
1,30,33
1,40,33
1,50,33
2,0,32
2,10,32
2,20,32
2,30,32
2,40,32
2,50,32
3,0,32
3,10,32
3,20,32
3,30,32
3,40,31
3,50,31
4,0,31
4,10,31
4,20,31
4,30,30
4,40,30
4,50,30
5,0,29
5,10,29
5,20,29
5,30,28
5,40,28
5,50,28
6,0,28
6,10,28
6,20,28
6,30,28
6,40,28
6,50,27
7,0,27
7,10,27
7,20,27
7,30,26
7,40,26
7,50,26
8,0,26
8,10,26
8,20,25
8,30,24
8,40,24
8,50,24
9,0,27
9,10,29
9,20,33
9,30,31
9,40,32
9,50,33
10,0,33
10,10,32
10,20,31
10,30,32
10,40,32
10,50,31
11,0,33
11,10,34
11,20,38
11,30,38
11,40,38
11,50,36
12,0,37
12,10,36
12,20,36
12,30,38
12,40,37
12,50,37
13,0,37
13,10,36
13,20,36
13,30,37
13,40,37
13,50,31
14,0,33
14,10,32
14,20,31
14,30,30
14,40,29
14,50,29
15,0,27
15,10,27
15,20,28
15,30,28
15,40,30
15,50,30
16,0,28
16,10,27
16,20,29
16,30,32
16,40,32
16,50,31
17,0,32
17,10,31
17,20,33
17,30,33
17,40,33
17,50,33
18,0,33
18,10,33
18,20,33
18,30,33
18,40,32
18,50,36
19,0,37
19,10,38
19,20,36
19,30,38
19,40,39
19,50,39
20,0,40
20,10,40
20,20,40
20,30,40
20,40,40
20,50,40
21,0,39
21,10,41
21,20,43
21,30,43
21,40,43
21,50,43
22,0,44
22,10,44
22,20,44
22,30,41
22,40,42
22,50,42
23,0,43
23,10,40
23,20,40
23,30,40
23,40,40
23,50,39
