hour,minute,online
0,0,14
0,10,15
0,20,14
0,30,14
0,40,14
0,50,14
1,0,13
1,10,12
1,20,13
1,30,13
1,40,14
1,50,14
2,0,14
2,10,14
2,20,14
2,30,14
2,40,14
2,50,14
3,0,14
3,10,14
3,20,14
3,30,14
3,40,14
3,50,14
4,0,14
4,10,13
4,20,12
4,30,12
4,40,12
4,50,12
5,0,12
5,10,12
5,20,12
5,30,12
5,40,12
5,50,12
6,0,12
6,10,12
6,20,12
6,30,12
6,40,12
6,50,12
7,0,12
7,10,12
7,20,12
7,30,11
7,40,11
7,50,11
8,0,11
8,10,12
8,20,12
8,30,12
8,40,12
8,50,12
9,0,12
9,10,12
9,20,12
9,30,11
9,40,11
9,50,13
10,0,13
10,10,13
10,20,13
10,30,13
10,40,14
10,50,14
11,0,13
11,10,14
11,20,14
11,30,13
11,40,13
11,50,13
12,0,13
12,10,13
12,20,12
12,30,12
12,40,12
12,50,12
13,0,12
13,10,12
13,20,12
13,30,12
13,40,12
13,50,12
14,0,12
14,10,12
14,20,12
14,30,11
14,40,12
14,50,12
15,0,12
15,10,11
15,20,12
15,30,12
15,40,12
15,50,12
16,0,12
16,10,12
16,20,12
16,30,13
16,40,13
16,50,13
17,0,13
17,10,13
17,20,13
17,30,12
17,40,13
17,50,13
18,0,13
18,10,13
18,20,13
18,30,13
18,40,13
18,50,13
19,0,13
19,10,14
19,20,14
19,30,14
19,40,14
19,50,14
20,0,14
20,10,14
20,20,14
20,30,14
20,40,14
20,50,14
21,0,15
21,10,15
21,20,15
21,30,15
21,40,13
21,50,15
22,0,15
22,10,14
22,20,15
22,30,12
22,40,15
22,50,16
23,0,17
23,10,17
23,20,17
23,30,17
23,40,17
23,50,17
