hour,minute,online
0,0,16
0,10,17
0,20,16
0,30,16
0,40,15
0,50,15
1,0,15
1,10,14
1,20,15
1,30,14
1,40,15
1,50,15
2,0,15
2,10,15
2,20,15
2,30,15
2,40,14
2,50,14
3,0,13
3,10,13
3,20,13
3,30,13
3,40,13
3,50,14
4,0,14
4,10,13
4,20,10
4,30,11
4,40,11
4,50,11
5,0,11
5,10,11
5,20,11
5,30,11
5,40,11
5,50,11
6,0,11
6,10,11
6,20,10
6,30,11
6,40,11
6,50,11
7,0,11
7,10,12
7,20,12
7,30,13
7,40,13
7,50,13
8,0,13
8,10,15
8,20,15
8,30,15
8,40,16
8,50,16
9,0,16
9,10,17
9,20,17
9,30,18
9,40,18
9,50,19
10,0,19
10,10,20
10,20,20
10,30,19
10,40,18
10,50,18
11,0,19
11,10,20
11,20,20
11,30,19
11,40,18
11,50,20
12,0,20
12,10,19
12,20,19
12,30,19
12,40,19
12,50,18
13,0,18
13,10,18
13,20,18
13,30,18
13,40,18
13,50,18
14,0,18
14,10,18
14,20,17
14,30,17
14,40,17
14,50,17
15,0,16
15,10,17
15,20,17
15,30,16
15,40,16
15,50,16
16,0,16
16,10,16
16,20,16
16,30,16
16,40,17
16,50,17
17,0,17
17,10,17
17,20,17
17,30,18
17,40,18
17,50,18
18,0,20
18,10,20
18,20,20
18,30,20
18,40,20
18,50,20
19,0,4
19,10,6
19,20,8
19,30,9
19,40,13
19,50,14
20,0,15
20,10,15
20,20,15
20,30,15
20,40,14
20,50,15
21,0,16
21,10,17
21,20,17
21,30,17
21,40,16
21,50,18
22,0,18
22,10,18
22,20,19
22,30,16
22,40,18
22,50,17
23,0,17
23,10,1
23,20,6
23,30,8
23,40,9
23,50,10
