hour,minute,online
0,0,27
0,10,26
0,20,26
0,30,28
0,40,29
0,50,30
1,0,30
1,10,29
1,20,28
1,30,29
1,40,28
1,50,26
2,0,26
2,10,26
2,20,27
2,30,26
2,40,27
2,50,27
3,0,27
3,10,26
3,20,28
3,30,27
3,40,27
3,50,27
4,0,26
4,10,27
4,20,26
4,30,26
4,40,26
4,50,25
5,0,24
5,10,24
5,20,23
5,30,24
5,40,23
5,50,22
6,0,21
6,10,21
6,20,21
6,30,21
6,40,21
6,50,21
7,0,22
7,10,22
7,20,22
7,30,22
7,40,25
7,50,25
8,0,25
8,10,25
8,20,26
8,30,27
8,40,27
8,50,26
9,0,28
9,10,28
9,20,26
9,30,28
9,40,28
9,50,29
10,0,30
10,10,30
10,20,31
10,30,31
10,40,31
10,50,32
11,0,33
11,10,34
11,20,33
11,30,35
11,40,33
11,50,32
12,0,33
12,10,34
12,20,34
12,30,33
12,40,31
12,50,33
13,0,32
13,10,33
13,20,32
13,30,32
13,40,31
13,50,30
14,0,30
14,10,31
14,20,32
14,30,28
14,40,28
14,50,28
15,0,28
15,10,29
15,20,28
15,30,29
15,40,29
15,50,28
16,0,29
16,10,27
16,20,26
16,30,25
16,40,24
16,50,23
17,0,23
17,10,24
17,20,22
17,30,23
17,40,23
17,50,23
18,0,24
18,10,24
18,20,23
18,30,23
18,40,24
18,50,23
19,0,26
19,10,28
19,20,32
19,30,29
19,40,30
19,50,34
20,0,37
20,10,35
20,20,38
20,30,38
20,40,39
20,50,38
21,0,37
21,10,38
21,20,37
21,30,36
21,40,36
21,50,36
22,0,36
22,10,34
22,20,34
22,30,35
22,40,33
22,50,34
23,0,29
23,10,32
23,20,33
23,30,33
23,40,34
23,50,37
